ID,Name,Glottocode,Macroarea,Latitude,Longitude,Family_Glottocode,Family_Name
1_Korean_kore1280,Korean,kore1280,Eurasia,37.5,128.0,kore1284,Koreanic
2_Ket_kett1243,Ket,kett1243,Eurasia,63.7551,87.5466,yeni1252,Yeniseian
3_Lak_lakk1252,Lak,lakk1252,Eurasia,42.1328,47.0809,nakh1245,Nakh-Daghestanian
4_Kabardian_kaba1278,Kabardian,kaba1278,Eurasia,43.5082,43.3918,abkh1242,Abkhaz-Adyge
5_Georgian_nucl1302,Georgian,nucl1302,Eurasia,41.850397,43.78613,kart1248,Kartvelian
6_Burushaski_buru1296,Burushaski,buru1296,Eurasia,36.2161,74.8236,,
7_Kurukh_kuru1302,Kurukh,kuru1302,Eurasia,24.4644,86.4657,drav1251,Dravidian
8_Telugu_telu1262,Telugu,telu1262,Eurasia,16.4529,78.7024,drav1251,Dravidian
9_Kota_India_kota1263,Kota (India),kota1263,Eurasia,11.4978,76.9387,drav1251,Dravidian
10_Mundari_mund1320,Mundari,mund1320,Eurasia,23.03,85.85,aust1305,Austroasiatic
11_Kharia_khar1287,Kharia,khar1287,Eurasia,22.3571,84.3922,aust1305,Austroasiatic
12_Khasi_khas1269,Khasi,khas1269,Eurasia,24.977,91.9998,aust1305,Austroasiatic
13_Sedang_seda1262,Sedang,seda1262,Eurasia,14.7793,108.027,aust1305,Austroasiatic
14_Central_Khmer_cent1989,Central Khmer,cent1989,Eurasia,12.0515,105.015,aust1305,Austroasiatic
15_Vietnamese_viet1252,Vietnamese,viet1252,Eurasia,20.681188,105.774071,aust1305,Austroasiatic
16_Mandarin_Chinese_mand1415,Mandarin Chinese,mand1415,Eurasia,40.0209,116.228,sino1245,Sino-Tibetan
17_Wu_Chinese_wuch1236,Wu Chinese,wuch1236,Eurasia,29.8621,119.682,sino1245,Sino-Tibetan
18_Hakka_Chinese_hakk1236,Hakka Chinese,hakk1236,Eurasia,25.0,116.0,sino1245,Sino-Tibetan
19_Yue_Chinese_yuec1235,Yue Chinese,yuec1235,Eurasia,23.0,113.0,sino1245,Sino-Tibetan
20_Iu_Mien_iumi1238,Iu Mien,iumi1238,Eurasia,20.83,101.17,hmon1336,Hmong-Mien
21_NyishiHill_Miri_nyis1236,Nyishi-Hill Miri,nyis1236,Eurasia,27.278263,93.675529,sino1245,Sino-Tibetan
22_Burmese_nucl1310,Burmese,nucl1310,Eurasia,20.7926,93.9665,sino1245,Sino-Tibetan
23_Lahu_lahu1253,Lahu,lahu1253,Eurasia,21.2701,100.214,sino1245,Sino-Tibetan
24_Garo_garo1247,Garo,garo1247,Eurasia,25.2954,90.462,sino1245,Sino-Tibetan
25_Sgaw_Karen_sgaw1245,S'gaw Karen,sgaw1245,Eurasia,17.9872,97.7126,sino1245,Sino-Tibetan
26_Lakkia_lakk1238,Lakkia,lakk1238,Eurasia,24.1169,110.106,taik1256,Tai-Kadai
27_Thai_thai1261,Thai,thai1261,Eurasia,14.192,100.671,taik1256,Tai-Kadai
28_Bouyei_bouy1240,Bouyei,bouy1240,Eurasia,24.8484,106.187,taik1256,Tai-Kadai
29_Western_Cham_west2650,Western Cham,west2650,Eurasia,12.4771,104.026,aust1307,Austronesian
30_Atayal_atay1247,Atayal,atay1247,Pacific,24.5209,121.388,aust1307,Austronesian
31_Plateau_Malagasy_plat1254,Plateau Malagasy,plat1254,Africa,-19.5907,47.1211,aust1307,Austronesian
32_Standard_Malay_stan1306,Standard Malay,stan1306,Eurasia,3.08896,101.699,aust1307,Austronesian
33_Batak_Toba_bata1289,Batak Toba,bata1289,Pacific,2.35498,99.1761,aust1307,Austronesian
34_Saban_saba1265,Sa'ban,saba1265,Pacific,3.58723,115.664,aust1307,Austronesian
35_Sundanese_sund1252,Sundanese,sund1252,Pacific,-6.89708,107.106,aust1307,Austronesian
36_Javanese_java1254,Javanese,java1254,Pacific,-7.001,109.287,aust1307,Austronesian
37_Tagalog_taga1270,Tagalog,taga1270,Pacific,14.06,121.747,aust1307,Austronesian
38_Chamorro_cham1312,Chamorro,cham1312,Pacific,13.438011,144.74474,aust1307,Austronesian
39_Iaai_iaai1238,Iaai,iaai1238,Pacific,-20.6301,166.59,aust1307,Austronesian
40_Kaliai_kali1299,Kaliai,kali1299,Pacific,,,aust1307,Austronesian
41_Adzera_adze1240,Adzera,adze1240,Pacific,-6.39394,146.294,aust1307,Austronesian
42_Maori_maor1246,Maori,maor1246,Pacific,-38.2881,176.541,aust1307,Austronesian
43_Hawaiian_hawa1245,Hawaiian,hawa1245,Pacific,19.6297,-155.43,aust1307,Austronesian
44_Antakarinya_anta1253,Antakarinya,anta1253,Australia,-27.1152,134.838,pama1250,Pama-Nyungan
45_Nyangumarta_nyan1301,Nyangumarta,nyan1301,Australia,-20.6271,121.391,pama1250,Pama-Nyungan
46_Kunjen_kunj1245,Kunjen,kunj1245,Australia,-16.6807,143.53,pama1250,Pama-Nyungan
47_Maranunggu_mara1386,Maranunggu,mara1386,Australia,-13.6754,130.12,west2434,Western Daly
48_Mawng_maun1240,Mawng,maun1240,Australia,-11.66,133.376,iwai1246,Iwaidjan Proper
49_Wubuy_nung1290,Wubuy,nung1290,Australia,-14.2623,135.753,gunw1250,Gunwinyguan
50_Alawa_alaw1244,Alawa,alaw1244,Australia,-15.5458,134.282,mang1423,Mangarrayi-Maran
51_WikMungkan_wikm1247,Wik-Mungkan,wikm1247,Australia,-13.98051,141.81611,pama1250,Pama-Nyungan
52_Sentani_nucl1632,Sentani,nucl1632,Pacific,-2.6013,140.512,sent1261,Sentanic
53_Kwoma_kwom1262,Kwoma,kwom1262,Pacific,-4.08721,142.664,sepi1257,Sepik
54_Tamnim_Citak_tamn1235,Tamnim Citak,tamn1235,Pacific,-5.57962,139.233,nucl1709,Nuclear Trans New Guinea
55_Telefol_tele1256,Telefol,tele1256,Pacific,-5.07444,141.731,nucl1709,Nuclear Trans New Guinea
56_Gadsup_gads1258,Gadsup,gads1258,Pacific,-6.31631,145.997,nucl1709,Nuclear Trans New Guinea
57_Awiyaana_awiy1238,Awiyaana,awiy1238,Pacific,-6.54079,145.76,nucl1709,Nuclear Trans New Guinea
58_Kunimaipa_kuni1267,Kunimaipa,kuni1267,Pacific,-8.09371,146.908,goil1242,Goilalan
59_Selepet_sele1250,Selepet,sele1250,Pacific,-6.03532,147.234,nucl1709,Nuclear Trans New Guinea
60_Naasioi_naas1242,Naasioi,naas1242,Pacific,-6.46022,155.632,sout2948,South Bougainville
61_Aleut_aleu1260,Aleut,aleu1260,North America,52.1228,-174.29,eski1264,Eskimo-Aleut
62_Kalaallisut_kala1399,Kalaallisut,kala1399,North America,69.3761,-52.864,eski1264,Eskimo-Aleut
63_Chipewyan_chip1261,Chipewyan,chip1261,North America,58.98,-104.44,atha1245,Athabaskan-Eyak-Tlingit
64_TolowaChetco_tolo1259,Tolowa-Chetco,tolo1259,North America,41.9192,-124.1,atha1245,Athabaskan-Eyak-Tlingit
65_Hupa_hupa1239,Hupa-Chilula,hupa1239,North America,41.0982,-123.68,atha1245,Athabaskan-Eyak-Tlingit
66_Navajo_nava1243,Navajo,nava1243,North America,36.33,-109.38,atha1245,Athabaskan-Eyak-Tlingit
67_Northern_Haida_nort2938,Northern Haida,nort2938,North America,54.004532,-132.079257,haid1248,Haida
68_Squamish_squa1248,Squamish,squa1248,North America,49.3231,-123.014,sali1255,Salishan
69_Straits_Salish_stra1244,Northern Straits Salish,stra1244,North America,48.51614,-123.757114,sali1255,Salishan
70_Nuuchahnulth_nuuc1236,Nuu-chah-nulth,nuuc1236,North America,49.67,-126.67,waka1280,Wakashan
71_Kwakwala_kwak1269,Kwak'wala,kwak1269,North America,50.9269,-127.308,waka1280,Wakashan
72_Eastern_Ojibwa_east2542,Eastern Ojibwa,east2542,North America,45.0112,-79.7503,algi1248,Algic
73_Unami_unam1242,Unami,unam1242,North America,35.0264,-98.3201,algi1248,Algic
74_Wichita_wich1260,Wichita,wich1260,North America,35.0665,-98.1831,cadd1255,Caddoan
75_Lakota_lako1247,Lakota,lako1247,North America,46.3699,-103.95,siou1252,Siouan
76_Seneca_sene1264,Seneca,sene1264,North America,42.56,-77.53,iroq1247,Iroquoian
77_Oneida_onei1249,Oneida,onei1249,North America,43.438742,-75.708106,iroq1247,Iroquoian
78_Yuchi_yuch1247,Yuchi,yuch1247,North America,35.75,-86.75,,
79_Alabama_alab1237,Alabama,alab1237,North America,30.76738,-94.62848,musk1252,Muskogean
80_Tunica_tuni1252,Tunica,tuni1252,North America,30.9888,-92.5403,,
81_Nez_Perce_nezp1238,Nez Perce,nezp1238,North America,46.3073,-116.408,saha1239,Sahaptian
82_Northeast_Maidu_nort2952,Northeast Maidu,nort2952,North America,40.4102,-120.645,maid1262,Maiduan
83_Copainala_Zoque_copa1236,Copainalá Zoque,copa1236,North America,17.2157,-93.3183,mixe1284,Mixe-Zoque
84_Papantla_Totonac_papa1238,Papantla Totonac,papa1238,North America,20.5671,-97.2554,toto1251,Totonacan
85_Tabasco_Chontal_taba1266,Tabasco Chontal,taba1266,North America,18.1713,-92.7367,maya1287,Mayan
86_Tzeltal_tzel1254,Tzeltal,tzel1254,North America,16.6384,-92.2786,maya1287,Mayan
87_Purepecha_pure1242,Purepecha,pure1242,North America,19.2467,-101.631,tara1323,Tarascan
88_Karok_karo1304,Karok,karo1304,North America,41.8228,-123.315,,
89_Southeastern_Pomo_sout2982,Southeastern Pomo,sout2982,North America,38.9354,-122.599,pomo1273,Pomoan
90_Tipai_kumi1248,Tipai,kumi1248,North America,32.331,-116.604,coch1271,Cochimi-Yuman
91_Zuni_zuni1245,Zuni,zuni1245,North America,35.0056,-108.782,,
92_Southern_Tiwa_sout2961,Southern Tiwa,sout2961,North America,34.7873,-106.661,kiow1265,Kiowa-Tanoan
93_Rio_Grande_Tewa_tewa1260,Rio Grande Tewa,tewa1260,North America,35.9053,-106.124,kiow1265,Kiowa-Tanoan
94_Luiseno_luis1253,Luiseno-Juaneño,luis1253,North America,33.3184,-116.939,utoa1244,Uto-Aztecan
95_Hopi_hopi1249,Hopi,hopi1249,North America,35.7653,-110.535,utoa1244,Uto-Aztecan
96_Tohono_Oodham_toho1245,Tohono O'odham,toho1245,North America,31.7973,-111.995,utoa1244,Uto-Aztecan
97_Mezquital_Otomi_mezq1235,Mezquital Otomi,mezq1235,North America,20.2274,-99.5564,otom1299,Otomanguean
98_Central_Mazahua_cent2144,Central Mazahua,cent2144,North America,19.7357,-100.018,otom1299,Otomanguean
99_Chiquihuitlan_Mazatec_chiq1250,Chiquihuitlán Mazatec,chiq1250,North America,18.0541,-96.6659,otom1299,Otomanguean
100_San_Miguel_El_Grande_Mixtec_sanm1295,San Miguel El Grande Mixtec,sanm1295,North America,17.046881,-97.622482,otom1299,Otomanguean
101_Chapalaa_chac1249,Cha'palaa,chac1249,South America,0.71489,-79.0508,barb1265,Barbacoan
102_Paez_paez1247,Páez,paez1247,South America,2.61516,-76.31254,,
103_Itonama_iton1250,Itonama,iton1250,South America,-12.80431,-64.35748,,
104_South_Bolivian_Quechua_sout2991,South Bolivian Quechua,sout2991,South America,-20.9201,-66.3331,quec1387,Quechuan
105_Jaqaru_jaqa1244,Jaqaru,jaqa1244,South America,-12.741939,-75.809231,ayma1253,Aymaran
106_Mapudungun_mapu1245,Mapudungun,mapu1245,South America,-38.7392,-71.277,arau1255,Araucanian
107_Island_Carib_isla1278,Island Carib,isla1278,North America,15.364795,-61.342957,araw1281,Arawakan
108_Wapishana_wapi1253,Wapishana,wapi1253,South America,2.58744,-59.8021,araw1281,Arawakan
109_Wayuu_wayu1243,Wayuu,wayu1243,South America,11.395566,-72.199791,araw1281,Arawakan
110_Ashaninka_asha1243,Asháninka,asha1243,South America,-11.9311,-73.9073,araw1281,Arawakan
111_Ignaciano_igna1246,Ignaciano,igna1246,South America,-15.1188,-65.3993,araw1281,Arawakan
112_Yanesha_yane1238,Yanesha',yane1238,South America,-10.5454,-75.315,araw1281,Arawakan
113_Shuar_shua1257,Shuar,shua1257,South America,-3.45136,-78.1892,jiva1245,Chicham
114_Waimaha_waim1255,Waimaha,waim1255,South America,0.30416,-70.1644,tuca1253,Tucanoan
115_Ticuna_ticu1245,Ticuna,ticu1245,South America,-3.66289,-69.8723,ticu1244,Ticuna-Yuri
116_Galibi_Carib_gali1262,Galibi Carib,gali1262,South America,5.83772,-56.8323,cari1283,Cariban
117_Ocaina_ocai1244,Ocaina,ocai1244,South America,-2.159,-72.1422,huit1251,Huitotoan
118_Siriono_siri1273,Sirionó,siri1273,South America,-15.5298,-63.9688,tupi1275,Tupian
119_Paraguayan_Guarani_para1311,Paraguayan Guaraní,para1311,South America,-25.60551,-57.08816,tupi1275,Tupian
120_Amahuaca_amah1246,Amahuaca,amah1246,South America,-10.2012,-72.3208,pano1259,Pano-Tacanan
121_Chacobo_chac1251,Chácobo,chac1251,South America,-12.133,-66.7164,pano1259,Pano-Tacanan
122_Apinaye_apin1244,Apinayé,apin1244,South America,-6.10774,-47.6315,nucl1710,Nuclear-Macro-Je
123_TarifiytBeniIznasenEastern_Middle_Atlas_Berber_tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,tari1263,Africa,34.916974,-3.430616,afro1255,Afro-Asiatic
124_Hausa_haus1257,Hausa,haus1257,Africa,11.1513,8.7804,afro1255,Afro-Asiatic
125_Ngas_ngas1240,Ngas,ngas1240,Africa,9.32042,9.46146,afro1255,Afro-Asiatic
126_Marghi_Central_marg1265,Marghi Central,marg1265,Africa,10.93854,13.0521,afro1255,Afro-Asiatic
127_Somali_soma1255,Somali,soma1255,Africa,4.778704,45.152856,afro1255,Afro-Asiatic
128_Awngi_awng1244,Awngi,awng1244,Africa,10.9819,36.6916,afro1255,Afro-Asiatic
129_Iraqw_iraq1241,Iraqw,iraq1241,Africa,-4.19948,35.2939,afro1255,Afro-Asiatic
130_Tigre_tigr1270,Tigre,tigr1270,Africa,17.3494,38.2233,afro1255,Afro-Asiatic
131_Amharic_amha1245,Amharic,amha1245,Africa,11.708182,39.543456,afro1255,Afro-Asiatic
132_Egyptian_Arabic_egyp1253,Egyptian Arabic,egyp1253,Africa,31.0,31.0,afro1255,Afro-Asiatic
133_Moroccan_Arabic_moro1292,Moroccan Arabic,moro1292,Africa,32.5,-7.5,afro1255,Afro-Asiatic
134_Maltese_malt1254,Maltese,malt1254,Eurasia,35.8884,14.4508,afro1255,Afro-Asiatic
135_Modern_Hebrew_hebr1245,Modern Hebrew,hebr1245,Eurasia,31.1056,35.0179,afro1255,Afro-Asiatic
136_Katcha_katc1250,Katcha,katc1250,Africa,,,kadu1256,Kadugli-Krongo
137_Liberia_Kpelle_libe1247,Liberia Kpelle,libe1247,Africa,6.92048,-9.96128,mand1469,Mande
138_Wolof_nucl1347,Wolof,nucl1347,Africa,15.2534,-15.383,atla1278,Atlantic-Congo
139_Dagbani_dagb1246,Dagbani,dagb1246,Africa,9.64745,-0.43227,atla1278,Atlantic-Congo
140_Akan_akan1250,Akan,akan1250,Africa,6.34756,-1.33254,atla1278,Atlantic-Congo
141_Ga_gaaa1244,Ga,gaaa1244,Africa,5.65488,-0.18598,atla1278,Atlantic-Congo
142_Ewe_ewee1241,Ewe,ewee1241,Africa,6.46061,0.814975,atla1278,Atlantic-Congo
143_Igbo_nucl1417,Igbo,nucl1417,Africa,4.62705,7.23441,atla1278,Atlantic-Congo
144_Beembe_beem1239,Beembe,beem1239,Africa,-3.95895,14.1,atla1278,Atlantic-Congo
145_Swahili_swah1253,Swahili,swah1253,Africa,-8.25605,37.624,atla1278,Atlantic-Congo
146_Luvale_luva1239,Luvale,luva1239,Africa,-13.5382,22.2924,atla1278,Atlantic-Congo
147_Zulu_zulu1248,Zulu,zulu1248,Africa,-28.9,30.2,atla1278,Atlantic-Congo
148_GbayaBossangoa_gbay1287,Gbaya-Bossangoa,gbay1287,Africa,6.61896,17.645,atla1278,Atlantic-Congo
149_Koyraboro_Senni_Songhai_koyr1242,Koyraboro Senni Songhai,koyr1242,Africa,16.9634,-0.55187,song1307,Songhay
150_Central_Kanuri_cent2050,Central Kanuri,cent2050,Africa,11.8,13.13,saha1256,Saharan
151_Lugbara_lugb1240,Lugbara,lugb1240,Africa,3.02245,30.8642,cent2225,Central Sudanic
152_Nobiin_nobi1240,Nobiin,nobi1240,Africa,22.8142,31.8376,nubi1251,Nubian
153_Luo_Kenya_and_Tanzania_luok1236,Luo (Kenya and Tanzania),luok1236,Africa,-0.93296,34.4896,nilo1247,Nilotic
154_Masai_masa1300,Masai,masa1300,Africa,-3.1419,36.4573,nilo1247,Nilotic
155_Nama_nama1265,Nama,nama1265,Africa,,,khoe1240,Khoe-Kwadi
156_Irish_iris1253,Irish,iris1253,Eurasia,53.2186,-7.61509,indo1319,Indo-European
157_Breton_bret1244,Breton,bret1244,Eurasia,48.2452,-3.78934,indo1319,Indo-European
158_Icelandic_icel1247,Icelandic,icel1247,Eurasia,63.4837,-19.0212,indo1319,Indo-European
159_Norwegian_Bokmal_norw1259,Norwegian Bokmål,norw1259,Eurasia,61.112,8.886,indo1319,Indo-European
160_English_stan1293,English,stan1293,Eurasia,53.0,-1.0,indo1319,Indo-European
161_German_stan1295,German,stan1295,Eurasia,48.649,12.4676,indo1319,Indo-European
162_French_stan1290,French,stan1290,Eurasia,48.0,2.0,indo1319,Indo-European
163_Portuguese_port1283,Portuguese,port1283,Eurasia,39.91,-8.1,indo1319,Indo-European
164_Spanish_stan1288,Spanish,stan1288,Eurasia,40.4414,-1.11788,indo1319,Indo-European
165_Romanian_roma1327,Romanian,roma1327,Eurasia,46.3913,24.2256,indo1319,Indo-European
166_Russian_russ1263,Russian,russ1263,Eurasia,59.0,50.0,indo1319,Indo-European
167_Bulgarian_bulg1262,Bulgarian,bulg1262,Eurasia,43.3646,25.047,indo1319,Indo-European
168_Lithuanian_lith1251,Lithuanian,lith1251,Eurasia,55.1429,23.9601,indo1319,Indo-European
169_Northern_Tosk_Albanian_tosk1239,Northern Tosk Albanian,tosk1239,Eurasia,41.0,20.0,indo1319,Indo-European
170_Modern_Greek_mode1248,Modern Greek,mode1248,Eurasia,38.36,23.13,indo1319,Indo-European
171_Eastern_Armenian_nucl1235,Eastern Armenian,nucl1235,Eurasia,40.0,45.0,indo1319,Indo-European
172_Western_Farsi_west2369,Western Farsi,west2369,Eurasia,32.9,53.3,indo1319,Indo-European
173_Central_Pashto_cent1973,Central Pashto,cent1973,Eurasia,31.9153,69.4529,indo1319,Indo-European
174_Kashmiri_kash1277,Kashmiri,kash1277,Eurasia,34.166825,74.330455,indo1319,Indo-European
175_Eastern_Panjabi_panj1256,Eastern Panjabi,panj1256,Eurasia,30.0368,75.6702,indo1319,Indo-European
176_Hindi_hind1269,Hindi,hind1269,Eurasia,25.0,77.0,indo1319,Indo-European
177_Bengali_beng1280,Bengali,beng1280,Eurasia,24.0,90.0,indo1319,Indo-European
178_Sinhala_sinh1246,Sinhala,sinh1246,Eurasia,8.0,81.0,indo1319,Indo-European
179_Basque_basq1248,Basque,basq1248,Eurasia,43.2787,-1.31622,,
180_Finnish_finn1318,Finnish,finn1318,Eurasia,64.7628,25.5577,ural1272,Uralic
181_Eastern_Mari_east2328,Eastern Mari,east2328,Eurasia,55.8307,48.405,ural1272,Uralic
182_KomiZyrian_komi1268,Komi-Zyrian,komi1268,Eurasia,64.0527,54.946,ural1272,Uralic
183_Hungarian_hung1274,Hungarian,hung1274,Eurasia,46.9068585714,19.6555271429,ural1272,Uralic
184_KazymBerezoverSuryskarer_Khanty_khan1273,Kazym-Berezover-Suryskarer Khanty,khan1273,Eurasia,62.4308,66.1218,ural1272,Uralic
185_Tundra_Nenets_nene1249,Tundra Nenets,nene1249,Eurasia,66.1775,71.0234,ural1272,Uralic
186_Turkish_nucl1301,Turkish,nucl1301,Eurasia,39.8667,32.8667,turk1311,Turkic
187_North_Azerbaijani_nort2697,North Azerbaijani,nort2697,Eurasia,40.9777,46.4737,turk1311,Turkic
188_Kirghiz_kirg1245,Kirghiz,kirg1245,Eurasia,42.0,74.0,turk1311,Turkic
189_Chuvash_chuv1255,Chuvash,chuv1255,Eurasia,55.487,47.163,turk1311,Turkic
190_Sakha_yaku1245,Sakha,yaku1245,Eurasia,61.6974,133.98,turk1311,Turkic
191_Halh_Mongolian_halh1238,Halh Mongolian,halh1238,Eurasia,48.324,106.289,mong1349,Mongolic-Khitan
192_Even_even1260,Even,even1260,Eurasia,70.6687,130.914,tung1282,Tungusic
193_Northern_Yukaghir_nort2745,Northern Yukaghir,nort2745,Eurasia,70.498,157.853,yuka1259,Yukaghir
194_Nivkh_gily1242,Amur Nivkh,gily1242,Eurasia,52.59,140.681,nivk1234,Nivkh
195_Chukchi_chuk1273,Chukchi,chuk1273,Eurasia,68.6436,170.045,chuk1271,Chukotko-Kamchatkan
196_Hokkaido_Ainu_ainu1240,Hokkaido Ainu,ainu1240,Eurasia,43.633654,142.46167,ainu1252,Ainu
197_Japanese_nucl1643,Japanese,nucl1643,Eurasia,35.0,135.0,japo1237,Japonic
198_Afade_afad1236,Afade,afad1236,Africa,12.0551,14.6343,afro1255,Afro-Asiatic
199_Achumawi_achu1247,Achumawi,achu1247,North America,41.0979,-121.191,pala1350,Palaihnihan
200_Adzera_adze1240,Adzera,adze1240,Pacific,-6.39394,146.294,aust1307,Austronesian
201_Eastern_Arrernte_east2379,Eastern Arrernte,east2379,Australia,-23.3583,135.046,pama1250,Pama-Nyungan
202_Amele_amel1241,Amele,amel1241,Pacific,-5.29126,145.687,nucl1709,Nuclear Trans New Guinea
203_Angaataha_anga1290,Angaataha,anga1290,Pacific,-7.15012,146.352,anga1289,Angan
204_Aghem_aghe1239,Aghem,aghe1239,Africa,6.38956,10.0807,atla1278,Atlantic-Congo
205_Aproumu_Aizi_apro1235,Aproumu Aizi,apro1235,Africa,5.20273,-4.52192,atla1278,Atlantic-Congo
206_Ahtena_ahte1237,Ahtena,ahte1237,North America,61.7068,-144.889,atha1245,Athabaskan-Eyak-Tlingit
207_Hokkaido_Ainu_ainu1240,Hokkaido Ainu,ainu1240,Eurasia,43.633654,142.46167,ainu1252,Ainu
208_Akan_akan1250,Akan,akan1250,Africa,6.34756,-1.33254,atla1278,Atlantic-Congo
209_Akawaio_akaw1239,Akawaio,akaw1239,South America,6.16277,-60.862,cari1283,Cariban
210_Alabama_alab1237,Alabama,alab1237,North America,30.76738,-94.62848,musk1252,Muskogean
211_Qawasqar_qawa1238,Qawasqar,qawa1238,South America,-49.303195,-74.707536,kawe1237,Kawesqar
212_Alladian_alla1248,Alladian,alla1248,Africa,5.22371,-4.42647,atla1278,Atlantic-Congo
213_Aleut_aleu1260,Aleut,aleu1260,North America,52.1228,-174.29,eski1264,Eskimo-Aleut
214_Alawa_alaw1244,Alawa,alaw1244,Australia,-15.5458,134.282,mang1423,Mangarrayi-Maran
215_Northern_Tosk_Albanian_tosk1239,Northern Tosk Albanian,tosk1239,Eurasia,41.0,20.0,indo1319,Indo-European
216_Amahuaca_amah1246,Amahuaca,amah1246,South America,-10.2012,-72.3208,pano1259,Pano-Tacanan
217_Yanesha_yane1238,Yanesha',yane1238,South America,-10.5454,-75.315,araw1281,Arawakan
218_HamerBanna_hame1242,Hamer-Banna,hame1242,Africa,5.06515,36.5176,sout2845,South Omotic
219_Amharic_amha1245,Amharic,amha1245,Africa,11.708182,39.543456,afro1255,Afro-Asiatic
220_Amo_amoo1242,Amo,amoo1242,Africa,10.3229,8.65405,atla1278,Atlantic-Congo
221_Alamblak_alam1246,Alamblak,alam1246,Pacific,-4.66307,143.316,sepi1257,Sepik
222_Guerrero_Amuzgo_guer1243,Guerrero Amuzgo,guer1243,North America,16.77226,-98.18953,otom1299,Otomanguean
223_Ngas_ngas1240,Ngas,ngas1240,Africa,9.32042,9.46146,afro1255,Afro-Asiatic
224_Andoque_ando1256,Andoque,ando1256,South America,-0.53751,-72.0869,,
225_Antakarinya_anta1253,Antakarinya,anta1253,Australia,-27.1152,134.838,pama1250,Pama-Nyungan
226_Apinaye_apin1244,Apinayé,apin1244,South America,-6.10774,-47.6315,nucl1710,Nuclear-Macro-Je
227_APucikwar_apuc1241,Apucikwar,apuc1241,Eurasia,12.241,92.7965,grea1241,Great Andamanese
228_Archi_arch1244,Archi,arch1244,Eurasia,42.3239,46.8267,nakh1245,Nakh-Daghestanian
229_Arabela_arab1268,Arabela,arab1268,South America,-1.96126,-75.0612,zapa1251,Zaparoan
230_Mapudungun_mapu1245,Mapudungun,mapu1245,South America,-38.7392,-71.277,arau1255,Araucanian
231_Egyptian_Arabic_egyp1253,Egyptian Arabic,egyp1253,Africa,31.0,31.0,afro1255,Afro-Asiatic
232_Waorani_waor1240,Waorani,waor1240,South America,-1.12312,-76.683,,
233_Avar_avar1256,Avar,avar1256,Eurasia,41.7047,46.558,nakh1245,Nakh-Daghestanian
234_Awngi_awng1244,Awngi,awng1244,Africa,10.9819,36.6916,afro1255,Afro-Asiatic
235_Abipon_abip1241,Abipon,abip1241,South America,-29.0,-61.0,guai1249,Guaicuruan
236_North_Azerbaijani_nort2697,North Azerbaijani,nort2697,Eurasia,40.9777,46.4737,turk1311,Turkic
237_Bashkir_bash1264,Bashkir,bash1264,Eurasia,53.5967,56.5594,turk1311,Turkic
238_Bambara_bamb1269,Bambara,bamb1269,Africa,12.9,-7.65,mand1469,Mande
239_Waimaha_waim1255,Waimaha,waim1255,South America,0.30416,-70.1644,tuca1253,Tucanoan
240_Baatonum_baat1238,Baatonum,baat1238,Africa,9.63186,2.99607,atla1278,Atlantic-Congo
241_Batak_Toba_bata1289,Batak Toba,bata1289,Pacific,2.35498,99.1761,aust1307,Austronesian
242_Bats_bats1242,Bats,bats1242,Eurasia,42.1806,45.344,nakh1245,Nakh-Daghestanian
243_Northern_Bobo_Madare_nort2819,Northern Bobo Madaré,nort2819,Africa,12.4182,-4.47538,mand1469,Mande
244_Central_Bai_cent2004,Central Bai,cent2004,Eurasia,26.1666,99.7052,sino1245,Sino-Tibetan
245_Bardi_bard1255,Bardi,bard1255,Australia,-16.6274,122.906,nyul1248,Nyulnyulan
246_Kohumono_kohu1244,Kohumono,kohu1244,Africa,5.92596,7.96202,atla1278,Atlantic-Congo
247_Indonesian_Bajau_indo1317,Indonesian Bajau,indo1317,Pacific,-3.68664,122.253,aust1307,Austronesian
248_TweedAlbert_twee1234,Tweed-Albert,twee1234,Australia,-28.028726,153.286993,pama1250,Pama-Nyungan
249_Beja_beja1238,Beja,beja1238,Africa,17.2436,36.6666,afro1255,Afro-Asiatic
250_Bengali_beng1280,Bengali,beng1280,Eurasia,24.0,90.0,indo1319,Indo-European
251_Beembe_beem1239,Beembe,beem1239,Africa,-3.95895,14.1,atla1278,Atlantic-Congo
252_Daloa_Bete_dalo1238,Daloa Bété,dalo1238,Africa,6.69281,-6.63944,atla1278,Atlantic-Congo
253_Bissa_biss1248,Bissa,biss1248,Africa,10.4257,-1.67332,mand1469,Mande
254_Bakairi_baka1277,Bakairí,baka1277,South America,-14.2628,-54.7034,cari1283,Cariban
255_Bella_Coola_bell1243,Bella Coola,bell1243,North America,52.3448,-126.689,sali1255,Salishan
256_Muinane_muin1242,Muinane,muin1242,South America,-0.8652,-72.4249,bora1262,Boran
257_Berom_bero1242,Berom,bero1242,Africa,9.67037,8.81221,atla1278,Atlantic-Congo
258_Bororo_boro1282,Bororo,boro1282,South America,-16.6029,-55.2004,boro1281,Bororoan
259_Brao_lave1249,Brao,lave1249,Eurasia,14.5994,107.008,aust1305,Austroasiatic
260_Breton_bret1244,Breton,bret1244,Eurasia,48.2452,-3.78934,indo1319,Indo-European
261_Brahui_brah1256,Brahui,brah1256,Eurasia,29.04,66.56,drav1251,Dravidian
