ID,Name,Glottocode,Macroarea,Latitude,Longitude,Family_Glottocode,Family_Name
1506_Ndonga_ndon1254,Ndonga,ndon1254,Africa,-17.22,17.35,atla1278,Atlantic-Congo
1507_Ndonga_ndon1254,Ndonga,ndon1254,Africa,-17.22,17.35,atla1278,Atlantic-Congo
1508_Konkomba_konk1269,Konkomba,konk1269,Africa,9.82224,0.2783,atla1278,Atlantic-Congo
1509_Beria_zagh1240,Beria,zagh1240,Africa,17.4842,23.4626,saha1256,Saharan
1510_Zay_zayy1238,Zay,zayy1238,Africa,8.01148,38.8258,afro1255,Afro-Asiatic
1511_Bomitaba_bomi1238,Bomitaba,bomi1238,Africa,1.70044,17.3733,atla1278,Atlantic-Congo
1512_Northern_Bobo_Madare_nort2819,Northern Bobo Madaré,nort2819,Africa,12.4182,-4.47538,mand1469,Mande
1513_Bena_Tanzania_bena1262,Bena (Tanzania),bena1262,Africa,-9.26671,35.0364,atla1278,Atlantic-Congo
1514_Guinea_Kpelle_guin1254,Guinea Kpelle,guin1254,Africa,7.93196,-8.98843,mand1469,Mande
1515_Kakabe_kaka1265,Kakabe,kaka1265,Africa,10.5962,-11.4418,mand1469,Mande
1516_Lele_Guinea_lele1266,Lele (Guinea),lele1266,Africa,8.98043,-10.371,mand1469,Mande
1517_Loma_Liberia_loma1260,Loma (Liberia),loma1260,Africa,7.91585,-9.69906,mand1469,Mande
1518_Mann_mann1248,Mann,mann1248,Africa,7.04616,-8.86405,mand1469,Mande
1519_Kyenga_kyen1242,Kyenga,kyen1242,Africa,11.5953,3.58651,mand1469,Mande
1520_Shanga_shan1282,Shanga,shan1282,Africa,11.2752,4.41464,mand1469,Mande
1521_Abure_abur1243,Abure,abur1243,Africa,5.21534,-3.64123,atla1278,Atlantic-Congo
1522_Bankon_bank1256,Bankon,bank1256,Africa,4.3702,9.6403,atla1278,Atlantic-Congo
1523_Efutu_efut1241,Efutu,efut1241,Africa,,,atla1278,Atlantic-Congo
1524_Aghem_aghe1239,Aghem,aghe1239,Africa,6.38956,10.0807,atla1278,Atlantic-Congo
1525_Arbore_arbo1245,Arbore,arbo1245,Africa,4.92183,36.7986,afro1255,Afro-Asiatic
1526_Abidji_abid1235,Abidji,abid1235,Africa,5.65656,-4.58421,atla1278,Atlantic-Congo
1527_Adioukrou_adio1239,Adioukrou,adio1239,Africa,5.38228,-4.52522,atla1278,Atlantic-Congo
1528_Tiagbamrin_Aizi_tiag1235,Tiagbamrin Aizi,tiag1235,Africa,5.28022,-4.62352,atla1278,Atlantic-Congo
1529_Alladian_alla1248,Alladian,alla1248,Africa,5.22371,-4.42647,atla1278,Atlantic-Congo
1530_Ashe_ashe1269,Ashe,ashe1269,Africa,9.36574,7.39443,atla1278,Atlantic-Congo
1531_Ngazidja_Comorian_ngaz1238,Ngazidja Comorian,ngaz1238,Africa,-11.6129,43.36,atla1278,Atlantic-Congo
1532_Akpes_akpe1248,Akpes,akpe1248,Africa,7.50256,5.95559,atla1278,Atlantic-Congo
1533_Eten_eten1239,Eten,eten1239,Africa,9.73073,8.61443,atla1278,Atlantic-Congo
1534_Nuer_nuer1246,Nuer,nuer1246,Africa,8.13911,32.3829,nilo1247,Nilotic
1535_UtMain_kagf1238,Ut-Main,kagf1238,Africa,11.5319,4.8387,atla1278,Atlantic-Congo
1536_Idoma_idom1241,Idoma,idom1241,Africa,7.19139,7.71261,atla1278,Atlantic-Congo
1537_Irigwe_irig1241,Irigwe,irig1241,Africa,9.85197,8.6525,atla1278,Atlantic-Congo
1538_Izere_izer1241,Izere,izer1241,Africa,9.5,8.7,atla1278,Atlantic-Congo
1539_Jere_jere1244,Jere,jere1244,Africa,10.1962,8.95834,atla1278,Atlantic-Congo
1540_Legbo_legb1242,Legbo,legb1242,Africa,6.02645,7.98385,atla1278,Atlantic-Congo
1541_Logba_logb1245,Ikpana,logb1245,Africa,6.92838,0.43068,atla1278,Atlantic-Congo
1542_Awngi_awng1244,Awngi,awng1244,Africa,10.9819,36.6916,afro1255,Afro-Asiatic
1543_Glavda_glav1244,Glavda,glav1244,Africa,11.1334,13.8652,afro1255,Afro-Asiatic
1544_Ahan_ahan1244,Àhàn,ahan1244,Africa,7.44139,6.00896,atla1278,Atlantic-Congo
1545_Ayere_ayer1245,Ayere,ayer1245,Africa,7.52206,6.01979,atla1278,Atlantic-Congo
1546_Ronga_rong1268,Ronga,rong1268,Africa,-26.7329,32.6167,atla1278,Atlantic-Congo
1547_Ndzwani_Comorian_ndzw1235,Ndzwani Comorian,ndzw1235,Africa,-12.2123,44.3709,atla1278,Atlantic-Congo
1548_Southern_Birifor_sout2790,Southern Birifor,sout2790,Africa,9.2873,-2.72672,atla1278,Atlantic-Congo
1549_Kuwaataay_kuwa1246,Kuwaataay,kuwa1246,Africa,12.48255,-16.74835,atla1278,Atlantic-Congo
1550_Attie_atti1239,Attié,atti1239,Africa,5.9977,-3.8209,atla1278,Atlantic-Congo
1551_Angolar_ango1258,Angolar,ango1258,Africa,0.11438,6.59486,indo1319,Indo-European
1552_Eastern_Oromo_east2652,Eastern Oromo,east2652,Africa,8.67428,41.4395,afro1255,Afro-Asiatic
1553_Upper_Guinea_Crioulo_uppe1455,Upper Guinea Crioulo,uppe1455,Africa,13.2335066667,-15.33254,indo1319,Indo-European
1554_Akoose_akoo1248,Akoose,akoo1248,Africa,4.9243,9.65522,atla1278,Atlantic-Congo
1555_Bakaka_baka1273,Bakaka,baka1273,Africa,4.79991,9.80402,atla1278,Atlantic-Congo
1556_Bakaka_baka1273,Bakaka,baka1273,Africa,4.79991,9.80402,atla1278,Atlantic-Congo
1557_Bakaka_baka1273,Bakaka,baka1273,Africa,4.79991,9.80402,atla1278,Atlantic-Congo
1558_Mbo_Cameroon_mboc1235,Mbo (Cameroon),mboc1235,Africa,5.13981,9.92766,atla1278,Atlantic-Congo
1559_Bassossi_bass1260,Bassossi,bass1260,Africa,5.23655,9.52275,atla1278,Atlantic-Congo
1560_Mbo_Cameroon_mboc1235,Mbo (Cameroon),mboc1235,Africa,5.13981,9.92766,atla1278,Atlantic-Congo
1561_Kru_Pidgin_English_libe1240,Kru Pidgin English,libe1240,Africa,6.423,-10.5284,pidg1258,Pidgin
1562_Gban_gagu1242,Gban,gagu1242,Africa,6.40859,-5.51851,mand1469,Mande
1563_EtonMengisa_eton1253,Eton-Mengisa,eton1253,Africa,4.21045,11.3935,atla1278,Atlantic-Congo
1564_Reunion_Creole_French_reun1238,Réunion Creole French,reun1238,Africa,-21.1131,55.5321,indo1319,Indo-European
1565_Masalit_nucl1440,Masalit,nucl1440,Africa,13.2733,22.1752,maba1274,Maban
1566_Saotomense_saot1239,Sãotomense,saot1239,Africa,0.28332,6.61935,indo1319,Indo-European
1567_Tangale_nucl1696,Tangale,nucl1696,Africa,9.75444,11.3228,afro1255,Afro-Asiatic
1568_Sukuma_suku1261,Sukuma,suku1261,Africa,-3.16082,32.8765,atla1278,Atlantic-Congo
1569_Morisyen_mori1278,Morisyen,mori1278,Africa,-20.2613,57.5517,indo1319,Indo-European
1570_Krio_krio1253,Krio,krio1253,Africa,10.8811,-14.3204,indo1319,Indo-European
1571_Kituba_Democratic_Republic_of_Congo_kitu1246,Kituba (Democratic Republic of Congo),kitu1246,Africa,-2.29601,17.1548,atla1278,Atlantic-Congo
1572_Akaselem_akas1242,Akaselem,akas1242,Africa,8.8858,1.37035,atla1278,Atlantic-Congo
1573_Tuki_tuki1240,Tuki,tuki1240,Africa,4.64348,11.5353,atla1278,Atlantic-Congo
1574_Baka_Cameroon_baka1272,Baka (Cameroon),baka1272,Africa,2.16013,13.7804,atla1278,Atlantic-Congo
1575_Bum_bumm1238,Bum,bumm1238,Africa,6.48655,10.418,atla1278,Atlantic-Congo
1576_Daba_nucl1683,Daba,nucl1683,Africa,10.3521,13.6318,afro1255,Afro-Asiatic
1577_Gavar_gava1241,Gavar,gava1241,Africa,10.5603,13.8188,afro1255,Afro-Asiatic
1578_Gude_gude1246,Gude,gude1246,Africa,10.2138,13.403,afro1255,Afro-Asiatic
1579_Lango_Sudan_lang1322,Lango (Sudan),lang1322,Africa,4.04948,33.0412,nilo1247,Nilotic
1580_Igo_igoo1238,Igo,igoo1238,Africa,7.25499,0.67846,atla1278,Atlantic-Congo
1581_Kako_kako1242,Kako,kako1242,Africa,3.79989,15.6282,atla1278,Atlantic-Congo
1582_Kwanja_kwan1276,Kwanja,kwan1276,Africa,6.30293,11.6931,atla1278,Atlantic-Congo
1583_Donga_Mambila_came1252,Donga Mambila,came1252,Africa,6.43829,11.41953,atla1278,Atlantic-Congo
1584_Merey_mere1246,Merey,mere1246,Africa,10.7458,14.09,afro1255,Afro-Asiatic
1585_Wandala_wand1278,Wandala,wand1278,Africa,11.3169,13.8996,afro1255,Afro-Asiatic
1586_ChonyiDzihanaKauma_chon1287,Chonyi-Dzihana-Kauma,chon1287,Africa,-6.518,38.672,atla1278,Atlantic-Congo
1587_Digo_digo1243,Digo,digo1243,Africa,-4.62101,39.1752,atla1278,Atlantic-Congo
1588_Duruma_duru1249,Duruma,duru1249,Africa,-4.09629,39.322,atla1278,Atlantic-Congo
1589_Giryama_giry1241,Giryama,giry1241,Africa,-3.30638,39.6648,atla1278,Atlantic-Congo
1590_Giryama_giry1241,Giryama,giry1241,Africa,-3.30638,39.6648,atla1278,Atlantic-Congo
1591_Kambe_kamb1298,Kambe,kamb1298,Africa,,,atla1278,Atlantic-Congo
1592_Kauma_kaum1238,Kauma,kaum1238,Africa,,,atla1278,Atlantic-Congo
1593_Giryama_giry1241,Giryama,giry1241,Africa,-3.30638,39.6648,atla1278,Atlantic-Congo
1594_Giryama_giry1241,Giryama,giry1241,Africa,-3.30638,39.6648,atla1278,Atlantic-Congo
1595_Vame_vame1236,Vame,vame1236,Africa,10.9481,14.2131,afro1255,Afro-Asiatic
1596_Mmaala_mmaa1238,Mmaala,mmaa1238,Africa,4.52188,11.0599,atla1278,Atlantic-Congo
1597_Mpade_mpad1242,Mpade,mpad1242,Africa,12.561391,14.446893,afro1255,Afro-Asiatic
1598_MofuGudur_mofu1248,Mofu-Gudur,mofu1248,Africa,10.567,14.0314,afro1255,Afro-Asiatic
1599_Mbe_mbee1250,Mbe',mbee1250,Africa,6.25838,11.0906,atla1278,Atlantic-Congo
1600_Ncane_ncan1245,Ncane-Mungong,ncan1245,Africa,6.50696,10.5312,atla1278,Atlantic-Congo
1601_Southern_Mfumte_mfum1238,Southern Mfumte,mfum1238,Africa,6.6,10.936386,atla1278,Atlantic-Congo
1602_Njyem_njye1238,Njyem,njye1238,Africa,2.30483,14.1175,atla1278,Atlantic-Congo
1603_Buamu_buam1238,Buamu,buam1238,Africa,11.1687,-3.50303,atla1278,Atlantic-Congo
1604_Kwami_kwam1250,Kwami,kwam1250,Africa,-1.53712,27.4633,atla1278,Atlantic-Congo
1605_Guro_guro1248,Guro,guro1248,Africa,7.34954,-6.31154,mand1469,Mande
1606_Kabuverdianu_kabu1256,Kabuverdianu,kabu1256,Africa,15.0586,-23.6148,indo1319,Indo-European
1607_Bouna_Kulango_boun1243,Bouna Kulango,boun1243,Africa,8.46011,-2.74627,atla1278,Atlantic-Congo
1608_Tsamai_tsam1247,Tsamai,tsam1247,Africa,5.3097,36.9139,afro1255,Afro-Asiatic
1609_Central_Moroccan_Berber_cent2194,Central Moroccan Berber,cent2194,Africa,32.7415,-2.40872,afro1255,Afro-Asiatic
1610_Siwi_siwi1239,Siwi,siwi1239,Africa,29.200415,25.519627,afro1255,Afro-Asiatic
1611_Ndamba_ndam1239,Ndamba,ndam1239,Africa,-8.40485,36.0271,atla1278,Atlantic-Congo
1612_Barain_bare1279,Barain,bare1279,Africa,10.970124,17.911727,afro1255,Afro-Asiatic
1613_Barain_bare1279,Barain,bare1279,Africa,10.970124,17.911727,afro1255,Afro-Asiatic
1614_Barain_bare1279,Barain,bare1279,Africa,10.970124,17.911727,afro1255,Afro-Asiatic
1615_Barain_bare1279,Barain,bare1279,Africa,10.970124,17.911727,afro1255,Afro-Asiatic
1616_Gaam_gaam1241,Gaam,gaam1241,Africa,11.4674,33.9797,east2386,Eastern Jebel
1617_Mungbam_abar1238,Mungbam,abar1238,Africa,6.5805,10.2267,atla1278,Atlantic-Congo
1618_Mundabli_mund1328,Mundabli,mund1328,Africa,6.59969,10.2704,atla1278,Atlantic-Congo
1619_Ajumbu_mbuu1238,Ajumbu,mbuu1238,Africa,6.53792,10.2556,atla1278,Atlantic-Congo
1620_Koshin_kosh1246,Koshin,kosh1246,Africa,6.5817,10.299,atla1278,Atlantic-Congo
1621_Fang_Cameroon_fang1248,Fang (Cameroon),fang1248,Africa,6.54384,10.319,atla1278,Atlantic-Congo
1622_Kuranko_kura1250,Kuranko,kura1250,Africa,9.49325,-10.6122,mand1469,Mande
1623_Niellim_niel1243,Niellim,niel1243,Africa,9.70362,17.81346,atla1278,Atlantic-Congo
1624_North_Giziga_nort3047,North Giziga,nort3047,Africa,10.6755,14.219,afro1255,Afro-Asiatic
1625_Moghamo_mogh1246,Moghamo,mogh1246,Africa,,,atla1278,Atlantic-Congo
1626_Mokpwe_mokp1239,Mokpwe,mokp1239,Africa,4.24178,9.23887,atla1278,Atlantic-Congo
1627_Siamou_siam1242,Siamou,siam1242,Africa,10.998,-4.92143,,
1628_Ngiemboon_ngie1241,Ngiemboon,ngie1241,Africa,5.56777,10.1266,atla1278,Atlantic-Congo
1629_Nugunu_Cameroon_nugu1242,Nugunu (Cameroon),nugu1242,Africa,4.63103,11.1837,atla1278,Atlantic-Congo
1630_Tigon_Mbembe_tigo1236,Tigon Mbembe,tigo1236,Africa,6.983995,10.70849,atla1278,Atlantic-Congo
1631_Orma_orma1241,Orma,orma1241,Africa,-1.79489,39.60749,afro1255,Afro-Asiatic
1632_Pinyin_piny1238,Pinyin,piny1238,Africa,5.7991,10.0682,atla1278,Atlantic-Congo
1633_Pana_pana1294,Pana,pana1294,Africa,,,atla1278,Atlantic-Congo
1634_Reel_reel1238,Reel,reel1238,Africa,6.32234,30.49451,nilo1247,Nilotic
1635_Wuzlam_wuzl1236,Wuzlam,wuzl1236,Africa,10.955,14.1378,afro1255,Afro-Asiatic
1636_Lese_lese1243,Lese,lese1243,Africa,1.3,29.3,cent2225,Central Sudanic
1637_Toura_Cote_dIvoire_tour1242,Toura (Côte d'Ivoire),tour1242,Africa,7.76747,-7.33105,mand1469,Mande
1638_Gweno_gwen1239,Gweno,gwen1239,Africa,-3.68407,37.6827,atla1278,Atlantic-Congo
1639_Sumbwa_sumb1240,Sumbwa,sumb1240,Africa,-3.47335,31.9457,atla1278,Atlantic-Congo
1640_Zinza_zinz1238,Zinza,zinz1238,Africa,-2.64132,32.1755,atla1278,Atlantic-Congo
1641_Meru_meru1245,Meru,meru1245,Africa,0.26484,37.7396,atla1278,Atlantic-Congo
1642_Kahe_kahe1238,Kahe,kahe1238,Africa,-3.51412,37.5759,atla1278,Atlantic-Congo
1643_Hangaza_hang1260,Hangaza,hang1260,Africa,-2.52347,30.7074,atla1278,Atlantic-Congo
1644_Mochi_moch1256,Mochi,moch1256,Africa,-3.33743,37.3357,atla1278,Atlantic-Congo
1645_SubaSimbiti_suba1252,Suba-Simbiti,suba1252,Africa,-1.103296,34.268,atla1278,Atlantic-Congo
1646_Kwaya_kway1241,Kwaya,kway1241,Africa,-1.80737,33.71,atla1278,Atlantic-Congo
1647_Wawa_wawa1246,Wawa,wawa1246,Africa,6.68974,11.7802,atla1278,Atlantic-Congo
1648_Tachelhit_tach1250,Tachelhit,tach1250,Africa,29.7854,-7.77879,afro1255,Afro-Asiatic
1649_Tunia_tuni1251,Tunia,tuni1251,Africa,9.42506,18.2059,atla1278,Atlantic-Congo
1650_Cebaara_Senoufo_ceba1235,Senari,ceba1235,Africa,9.50768,-6.15264,atla1278,Atlantic-Congo
1651_Fuliiru_fuli1240,Fuliiru,fuli1240,Africa,-3.04022,28.9865,atla1278,Atlantic-Congo
1652_Sandawe_sand1273,Sandawe,sand1273,Africa,-5.26918,35.4808,,
1653_Tsuvadi_tsuv1239,Tsuvadi,tsuv1239,Africa,10.8421,5.22095,atla1278,Atlantic-Congo
1654_Ejagham_ejag1239,Ejagham,ejag1239,Africa,5.54442,8.90959,atla1278,Atlantic-Congo
1655_Yemba_yemb1246,Yemba,yemb1246,Africa,5.47421,10.0214,atla1278,Atlantic-Congo
1656_Bafanji_bafa1249,Bafanji,bafa1249,Africa,5.84612,10.4518,atla1278,Atlantic-Congo
1657_Burji_burj1242,Burji,burj1242,Africa,4.44624,38.4646,afro1255,Afro-Asiatic
1658_Anii_anii1245,Anii,anii1245,Africa,9.11127,1.60169,atla1278,Atlantic-Congo
1659_Fipa_fipa1238,Fipa,fipa1238,Africa,-7.88963,31.3442,atla1278,Atlantic-Congo
1660_Nawuri_nawu1242,Nawuri,nawu1242,Africa,8.45116,0.04947,atla1278,Atlantic-Congo
1661_Anfillo_anfi1235,Anfillo,anfi1235,Africa,8.568,34.647,gong1255,Ta-Ne-Omotic
1662_Ntomba_ntom1248,Ntomba,ntom1248,Africa,-1.99062,18.265,atla1278,Atlantic-Congo
1663_Tumtum_tumt1243,Tumtum,tumt1243,Africa,10.6378,30.4128,kadu1256,Kadugli-Krongo
1664_Iyive_iyiv1238,Iyive,iyiv1238,Africa,6.50437,9.53302,atla1278,Atlantic-Congo
1665_Batak_Karo_bata1293,Batak Karo,bata1293,Pacific,2.12787,98.2517,aust1307,Austronesian
1666_Tagalog_taga1270,Tagalog,taga1270,Pacific,14.06,121.747,aust1307,Austronesian
1667_Southern_Sama_sout2918,Southern Sama,sout2918,Pacific,4.755836,119.483887,aust1307,Austronesian
1668_Kimaragang_kima1244,Kimaragang,kima1244,Pacific,6.61982,116.96,aust1307,Austronesian
1669_Lemeting_bela1260,Lemeting,bela1260,Pacific,4.96207,114.933,aust1307,Austronesian
1670_Iloko_ilok1237,Iloko,ilok1237,Pacific,15.9361,120.993,aust1307,Austronesian
1671_Eastern_Cham_east2563,Eastern Cham,east2563,Eurasia,11.2853,108.49,aust1307,Austronesian
1672_Moklen_mokl1243,Moklen,mokl1243,Eurasia,8.16761,98.3176,aust1307,Austronesian
1673_Moken_moke1242,Moken,moke1242,Eurasia,10.1474,98.6765,aust1307,Austronesian
1674_Nias_nias1242,Nias,nias1242,Pacific,0.90691,97.4961,aust1307,Austronesian
1675_Javanese_java1254,Javanese,java1254,Pacific,-7.001,109.287,aust1307,Austronesian
1676_Buol_buol1237,Buol,buol1237,Pacific,0.97727,121.519,aust1307,Austronesian
1677_Makasar_maka1311,Makasar,maka1311,Pacific,-5.65551,119.838,aust1307,Austronesian
1678_Mori_Bawah_mori1268,Mori Bawah,mori1268,Pacific,-2.56016,121.37,aust1307,Austronesian
1679_Kambera_kamb1299,Kambera,kamb1299,Pacific,-9.88447,120.235,aust1307,Austronesian
1680_Tetum_tetu1245,Tetum,tetu1245,Pacific,-9.11217,125.528,aust1307,Austronesian
1681_Leti_Indonesia_leti1246,Leti (Indonesia),leti1246,Pacific,-8.19808,127.674,aust1307,Austronesian
1682_East_Makian_east2440,East Makian,east2440,Pacific,0.07337,127.423,aust1307,Austronesian
1683_Biak_biak1248,Biak,biak1248,Pacific,-0.9523,135.879,aust1307,Austronesian
1684_Ambonese_Malay_ambo1250,Ambonese Malay,ambo1250,Pacific,-3.71342,128.184,aust1307,Austronesian
1685_Banda_Malay_band1353,Banda Malay,band1353,Pacific,-4.55565,129.905,aust1307,Austronesian
1686_Manado_Malay_mala1481,Manado Malay,mala1481,Pacific,1.48099,124.843,aust1307,Austronesian
1687_Kupang_Malay_kupa1239,Kupang Malay,kupa1239,Pacific,-10.2526,123.63,aust1307,Austronesian
1688_Larantuka_Malay_lara1260,Larantuka Malay,lara1260,Pacific,-8.4746,122.7619,aust1307,Austronesian
1689_North_Moluccan_Malay_nort2828,North Moluccan Malay,nort2828,Pacific,-0.86437,128.323,aust1307,Austronesian
1690_Indonesian_indo1316,Indonesian,indo1316,Pacific,-7.33458,109.716,aust1307,Austronesian
1691_Madurese_nucl1460,Madurese,nucl1460,Pacific,-7.0,113.0,aust1307,Austronesian
1692_Cebuano_cebu1242,Cebuano,cebu1242,Pacific,8.38799,124.367,aust1307,Austronesian
1693_Balinese_bali1278,Balinese,bali1278,Pacific,-8.35714,115.075,aust1307,Austronesian
1694_Buginese_bugi1244,Buginese,bugi1244,Pacific,-4.47,119.977,aust1307,Austronesian
1695_CoastalNaga_Bikol_cent2087,Coastal-Naga Bikol,cent2087,Pacific,13.7574,123.403,aust1307,Austronesian
1696_Hiligaynon_hili1240,Hiligaynon,hili1240,Pacific,10.4018,122.974,aust1307,Austronesian
1697_Pampanga_pamp1243,Pampanga,pamp1243,Pacific,14.9603,120.502,aust1307,Austronesian
1698_Minangkabau_mina1268,Minangkabau,mina1268,Pacific,-0.896,100.44,aust1307,Austronesian
1699_Pangasinan_pang1290,Pangasinan,pang1290,Pacific,15.9377,120.365,aust1307,Austronesian
1700_Tengger_teng1272,Tengger,teng1272,Pacific,-7.89069,113.037,aust1307,Austronesian
1701_Abujmaria_abuj1237,Abujmaria,abuj1237,Eurasia,,,drav1251,Dravidian
1702_APucikwar_apuc1241,Apucikwar,apuc1241,Eurasia,12.241,92.7965,grea1241,Great Andamanese
1703_Angami_Naga_anga1288,Angami Naga,anga1288,Eurasia,25.6841,93.8668,sino1245,Sino-Tibetan
1704_Ao_Naga_aona1235,Ao Naga,aona1235,Eurasia,26.3241,94.3824,sino1245,Sino-Tibetan
1705_Apatani_apat1240,Apatani,apat1240,Eurasia,27.1933,93.7284,sino1245,Sino-Tibetan
1706_Assamese_assa1263,Assamese,assa1263,Eurasia,26.0876,91.2932,indo1319,Indo-European
1707_Awadhi_awad1243,Awadhi,awad1243,Eurasia,27.5907,82.4663,indo1319,Indo-European
1708_Badaga_bada1257,Badaga,bada1257,Eurasia,11.3094,76.5974,drav1251,Dravidian
1709_Balti_balt1258,Balti,balt1258,Eurasia,34.4491,77.2859,sino1245,Sino-Tibetan
1710_Lambadi_lamb1269,Lambadi,lamb1269,Eurasia,16.5734,76.9717,indo1319,Indo-European
1711_Bengali_beng1280,Bengali,beng1280,Eurasia,24.0,90.0,indo1319,Indo-European
1712_Bhili_bhil1251,Bhili,bhil1251,Eurasia,20.85,73.9592,indo1319,Indo-European
1713_Mundari_mund1320,Mundari,mund1320,Eurasia,23.03,85.85,aust1305,Austroasiatic
1714_Boro_Ethiopia_boro1277,Boro (Ethiopia),boro1277,Africa,10.6596,35.345,gong1255,Ta-Ne-Omotic
1715_Brokskat_brok1247,Brokskat,brok1247,Eurasia,34.5308,76.6026,indo1319,Indo-European
1716_Bundeli_bund1253,Bundeli,bund1253,Eurasia,24.8982,78.9542,indo1319,Indo-European
1717_Chaudangsi_chau1259,Chaudangsi,chau1259,Eurasia,29.7033,80.4832,sino1245,Sino-Tibetan
1718_Chokri_Naga_chok1243,Chokri Naga,chok1243,Eurasia,25.5636,94.2887,sino1245,Sino-Tibetan
1719_Darma_darm1243,Darma,darm1243,Eurasia,29.8629,80.5439,sino1245,Sino-Tibetan
1720_Gata_gata1239,Gata',gata1239,Eurasia,18.6076,82.984,aust1305,Austroasiatic
1721_Gade_Lohar_gade1236,Gade Lohar,gade1236,Eurasia,25.8583,78.2187,indo1319,Indo-European
1722_Galo_galo1242,Galo,galo1242,Eurasia,27.9805586,94.6884956,sino1245,Sino-Tibetan
1723_Garo_garo1247,Garo,garo1247,Eurasia,25.2954,90.462,sino1245,Sino-Tibetan
1724_Gujari_guja1253,Gujari,guja1253,Eurasia,33.7,75.11,indo1319,Indo-European
1725_Gujarati_guja1252,Gujarati,guja1252,Eurasia,22.687,71.0962,indo1319,Indo-European
1726_Bodo_Gadaba_bodo1267,Bodo Gadaba,bodo1267,Eurasia,18.3857,82.771,aust1305,Austroasiatic
1727_Halbi_halb1244,Halbi,halb1244,Eurasia,20.3081,81.3742,indo1319,Indo-European
1728_Hindi_hind1269,Hindi,hind1269,Eurasia,25.0,77.0,indo1319,Indo-European
1729_Ho_hooo1248,Ho,hooo1248,Eurasia,23.9596,87.1188,aust1305,Austroasiatic
1730_Irula_of_the_Nilgiri_irul1243,Irula of the Nilgiri,irul1243,Eurasia,12.70645,79.95209,drav1251,Dravidian
1731_Jaunsari_jaun1243,Jaunsari,jaun1243,Eurasia,30.5587,77.9084,indo1319,Indo-European
1732_Juang_juan1238,Juang,juan1238,Eurasia,21.2606,85.5845,aust1305,Austroasiatic
1733_Kangri_kang1280,Kangri,kang1280,Eurasia,31.915,76.366,indo1319,Indo-European
1734_Kannada_nucl1305,Kannada,nucl1305,Eurasia,13.5878,76.1198,drav1251,Dravidian
1735_Saurashtra_saur1248,Saurashtra,saur1248,Eurasia,9.99172,77.9427,indo1319,Indo-European
1736_Hills_Karbi_karb1241,Hills Karbi,karb1241,Eurasia,25.7317,93.0462,sino1245,Sino-Tibetan
1737_Irula_of_the_Nilgiri_irul1243,Irula of the Nilgiri,irul1243,Eurasia,12.70645,79.95209,drav1251,Dravidian
1738_Kashmiri_kash1277,Kashmiri,kash1277,Eurasia,34.166825,74.330455,indo1319,Indo-European
1739_Jennu_Kurumba_jenn1240,Jennu Kurumba,jenn1240,Eurasia,11.5041,76.5767,drav1251,Dravidian
1740_Kharia_khar1287,Kharia,khar1287,Eurasia,22.3571,84.3922,aust1305,Austroasiatic
1741_Khasi_khas1269,Khasi,khas1269,Eurasia,24.977,91.9998,aust1305,Austroasiatic
1742_Khezha_Naga_khez1235,Khezha Naga,khez1235,Eurasia,25.7078,94.3114,sino1245,Sino-Tibetan
1743_Kodava_koda1255,Kodava,koda1255,Eurasia,12.2443,75.9161,drav1251,Dravidian
1744_Northwestern_Kolami_nort2699,Northwestern Kolami,nort2699,Eurasia,20.1022,78.4934,drav1251,Dravidian
1745_KondaDora_kond1295,Konda-Dora,kond1295,Eurasia,18.26754,82.93402,drav1251,Dravidian
1746_Mudhili_Gadaba_mudh1235,Mudhili Gadaba,mudh1235,Eurasia,18.276,83.378,drav1251,Dravidian
1747_Maharashtrian_Konkani_konk1267,Maharashtrian Konkani,konk1267,Eurasia,19.2414,73.9166,indo1319,Indo-European
1748_Korra_Koraga_korr1238,Korra Koraga,korr1238,Eurasia,12.9163,75.2,drav1251,Dravidian
1749_Korku_kork1243,Korku,kork1243,Eurasia,21.8358,77.5541,aust1305,Austroasiatic
1750_Kota_India_kota1263,Kota (India),kota1263,Eurasia,11.4978,76.9387,drav1251,Dravidian
1751_Koya_koya1251,Koya,koya1251,Eurasia,17.6772,81.2096,drav1251,Dravidian
1752_Kui_India_kuii1252,Kui (India),kuii1252,Eurasia,19.2043,83.5859,drav1251,Dravidian
1753_Kumaoni_kuma1273,Kumaoni,kuma1273,Eurasia,29.5622,80.0171,indo1319,Indo-European
1754_Kurukh_kuru1302,Kurukh,kuru1302,Eurasia,24.4644,86.4657,drav1251,Dravidian
1755_Kuvi_kuvi1243,Kuvi,kuvi1243,Eurasia,18.8832,83.7552,drav1251,Dravidian
1756_LehKenhat_lada1244,Leh Ladakhi,lada1244,Eurasia,33.468,80.6013,sino1245,Sino-Tibetan
1757_Lambadi_lamb1269,Lambadi,lamb1269,Eurasia,16.5734,76.9717,indo1319,Indo-European
1758_Lepcha_lepc1244,Lepcha,lepc1244,Eurasia,27.0869,88.5726,sino1245,Sino-Tibetan
1759_Lotha_Naga_loth1237,Lotha Naga,loth1237,Eurasia,26.01396,94.04355,sino1245,Sino-Tibetan
1760_Mizo_lush1249,Mizo,lush1249,Eurasia,22.6138,92.6247,sino1245,Sino-Tibetan
1761_Maithili_mait1250,Maithili,mait1250,Eurasia,26.3817,86.2211,indo1319,Indo-European
