ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family_Glottocode,Family_Name,Glottolog_Name
1469_Bagirmi_bagi1246,Bagirmi,Africa,11.52392,14.769495,bagi1246,bmi,cent2225,Central Sudanic,Bagirmi
1470_Ngiti_ngit1239,Ngiti,Africa,1.30455,30.2242,ngit1239,niy,cent2225,Central Sudanic,Ngiti
1471_Ndali_ndal1241,Ndali,Africa,-9.88948,33.6118,ndal1241,ndh,atla1278,Atlantic-Congo,Ndali
1472_Meen_meen1242,Me'en,Africa,6.63207,35.6255,meen1242,mym,surm1244,Surmic,Me'en
1473_Ngasa_ngas1238,Ngasa,Africa,-2.97716,37.528,ngas1238,nsg,nilo1247,Nilotic,Ngasa
1474_Mbay_mbay1241,Mbay,Africa,8.23066,15.7328,mbay1241,myb,cent2225,Central Sudanic,Mbay
1475_Northern_Gumuz_gumu1244,Northern Gumuz,Africa,11.05,35.93,gumu1244,guk,gumu1250,Gumuz,Northern Gumuz
1476_Soo_sooo1256,Soo,Africa,2.58367,34.7595,sooo1256,teu,kuli1252,Kuliak,Soo
1477_Bench_benc1235,Bench,Africa,7.04682,35.7673,benc1235,bcq,gong1255,Ta-Ne-Omotic,Bench
1478_Bench_benc1235,Bench,Africa,7.04682,35.7673,benc1235,bcq,gong1255,Ta-Ne-Omotic,Bench
1479_Yemsa_yems1235,Yemsa,Africa,7.79821,37.4412,yems1235,jnj,gong1255,Ta-Ne-Omotic,Yemsa
1480_Zayse_zays1236,Zayse,Africa,,,zays1236,,gong1255,Ta-Ne-Omotic,Zayse
1481_Gamo_gamo1243,Gamo,Africa,6.27645,37.23808,gamo1243,gmv,gong1255,Ta-Ne-Omotic,Gamo
1482_Koorete_koor1239,Koorete,Africa,5.80545,37.8679,koor1239,kqy,gong1255,Ta-Ne-Omotic,Koorete
1483_Aari_aari1239,Aari,Africa,5.95034,36.5721,aari1239,aiw,sout2845,South Omotic,Aari
1484_Komo_Sudan_komo1258,Komo (Sudan-Ethiopia),Africa,8.94162,34.0939,komo1258,xom,koma1264,Koman,Komo (Sudan-Ethiopia)
1485_Uduk_uduk1239,Uduk,Africa,9.16012,34.2293,uduk1239,udu,koma1264,Koman,Uduk
1486_Tapo_opuu1239,Opo,Africa,8.47526,33.853,opuu1239,lgn,koma1264,Koman,Opo
1487_Kwama_kwam1249,Gwama,Africa,9.50836,34.2457,kwam1249,kmq,koma1264,Koman,Gwama
1488_Mayogo_mayo1261,Mayogo,Africa,2.79827,27.8282,mayo1261,mdm,atla1278,Atlantic-Congo,Mayogo
1489_Saamia_saam1283,Saamia,Africa,0.3652,34.0335,saam1283,lsm,atla1278,Atlantic-Congo,Saamia
1490_Southern_Nuni_sout2795,Southern Nuni,Africa,11.5186,-2.14385,sout2795,nnw,atla1278,Atlantic-Congo,Southern Nuni
1491_Zimbabwean_Ndebele_nort2795,Zimbabwean Ndebele,Africa,-20.2513,27.4096,nort2795,nde,atla1278,Atlantic-Congo,Zimbabwean Ndebele
1492_Saxwe_Gbe_saxw1241,Saxwe Gbe,Africa,6.58269,1.92015,saxw1241,sxw,atla1278,Atlantic-Congo,Saxwe Gbe
1493_Narim_nari1240,Narim,Africa,4.80331,33.3312,nari1240,loh,surm1244,Surmic,Narim
1494_KangakiKagbaagaKajoko_Bidyogo_bidy1244,Kanyaki-Kagbaaga-Kajoko Bidyogo,Africa,11.1097,-16.1497,bidy1244,bjg,atla1278,Atlantic-Congo,Kanyaki-Kagbaaga-Kajoko Bidyogo
1495_Dompo_domp1238,Dompo,Africa,8.182,-2.295,domp1238,doy,atla1278,Atlantic-Congo,Dompo
1496_Bambara_bamb1269,Bambara,Africa,12.9,-7.65,bamb1269,bam,mand1469,Mande,Bambara
1497_Ebang_heib1243,Ebang,Africa,11.2908,30.5282,heib1243,hbn,heib1242,Heibanic,Ebang
1498_Koyaga_koya1253,Koyaga,Africa,8.29177,-6.23255,koya1253,kga,mand1469,Mande,Koyaga
1499_Shwai_shwa1239,Shwai,Africa,11.2708,30.3533,shwa1239,shw,heib1242,Heibanic,Shwai
1500_Gaa_gaaa1245,Gaa,Africa,8.4809,11.9603,gaaa1245,ttb,atla1278,Atlantic-Congo,Gaa
1501_Kuanyama_kuan1247,Kuanyama,Africa,-17.7176,16.58,kuan1247,kua,atla1278,Atlantic-Congo,Kuanyama
1502_Mbalanhu_mbal1255,Mbalanhu,Africa,-17.578884,16.027517,mbal1255,lnb,atla1278,Atlantic-Congo,Mbalanhu
1503_Kwambi_kwam1251,Kwambi,Africa,-18.0339,15.7294,kwam1251,kwm,atla1278,Atlantic-Congo,Kwambi
1504_Ngandyera_ngan1300,Ngandyera,Africa,-16.6359,21.1928,ngan1300,nne,atla1278,Atlantic-Congo,Ngandyera
1505_Ndonga_ndon1254,Ndonga,Africa,-17.22,17.35,ndon1254,ndo,atla1278,Atlantic-Congo,Ndonga
1506_Ndonga_ndon1254,Ndonga,Africa,-17.22,17.35,ndon1254,ndo,atla1278,Atlantic-Congo,Ndonga
1507_Ndonga_ndon1254,Ndonga,Africa,-17.22,17.35,ndon1254,ndo,atla1278,Atlantic-Congo,Ndonga
1508_Konkomba_konk1269,Konkomba,Africa,9.82224,0.2783,konk1269,xon,atla1278,Atlantic-Congo,Konkomba
1509_Beria_zagh1240,Beria,Africa,17.4842,23.4626,zagh1240,zag,saha1256,Saharan,Beria
1510_Zay_zayy1238,Zay,Africa,8.01148,38.8258,zayy1238,zwa,afro1255,Afro-Asiatic,Zay
1511_Bomitaba_bomi1238,Bomitaba,Africa,1.70044,17.3733,bomi1238,zmx,atla1278,Atlantic-Congo,Bomitaba
1512_Northern_Bobo_Madare_nort2819,Northern Bobo Madaré,Africa,12.4182,-4.47538,nort2819,bbo,mand1469,Mande,Northern Bobo Madaré
1513_Bena_Tanzania_bena1262,Bena (Tanzania),Africa,-9.26671,35.0364,bena1262,bez,atla1278,Atlantic-Congo,Bena (Tanzania)
1514_Guinea_Kpelle_guin1254,Guinea Kpelle,Africa,7.93196,-8.98843,guin1254,gkp,mand1469,Mande,Guinea Kpelle
1515_Kakabe_kaka1265,Kakabe,Africa,10.5962,-11.4418,kaka1265,kke,mand1469,Mande,Kakabe
1516_Lele_Guinea_lele1266,Lele (Guinea),Africa,8.98043,-10.371,lele1266,llc,mand1469,Mande,Lele (Guinea)
1517_Loma_Liberia_loma1260,Loma (Liberia),Africa,7.91585,-9.69906,loma1260,lom,mand1469,Mande,Loma (Liberia)
1518_Mann_mann1248,Mann,Africa,7.04616,-8.86405,mann1248,mev,mand1469,Mande,Mann
1519_Kyenga_kyen1242,Kyenga,Africa,11.5953,3.58651,kyen1242,tye,mand1469,Mande,Kyenga
1520_Shanga_shan1282,Shanga,Africa,11.2752,4.41464,shan1282,sho,mand1469,Mande,Shanga
1521_Abure_abur1243,Abure,Africa,5.21534,-3.64123,abur1243,abu,atla1278,Atlantic-Congo,Abure
1522_Bankon_bank1256,Bankon,Africa,4.3702,9.6403,bank1256,abb,atla1278,Atlantic-Congo,Bankon
1523_Efutu_efut1241,Efutu,Africa,,,efut1241,,atla1278,Atlantic-Congo,Efutu
1524_Aghem_aghe1239,Aghem,Africa,6.38956,10.0807,aghe1239,agq,atla1278,Atlantic-Congo,Aghem
1525_Arbore_arbo1245,Arbore,Africa,4.92183,36.7986,arbo1245,arv,afro1255,Afro-Asiatic,Arbore
1526_Abidji_abid1235,Abidji,Africa,5.65656,-4.58421,abid1235,abi,atla1278,Atlantic-Congo,Abidji
1527_Adioukrou_adio1239,Adioukrou,Africa,5.38228,-4.52522,adio1239,adj,atla1278,Atlantic-Congo,Adioukrou
1528_Tiagbamrin_Aizi_tiag1235,Tiagbamrin Aizi,Africa,5.28022,-4.62352,tiag1235,ahi,atla1278,Atlantic-Congo,Tiagbamrin Aizi
1529_Alladian_alla1248,Alladian,Africa,5.22371,-4.42647,alla1248,ald,atla1278,Atlantic-Congo,Alladian
1530_Ashe_ashe1269,Ashe,Africa,9.36574,7.39443,ashe1269,ahs,atla1278,Atlantic-Congo,Ashe
1531_Ngazidja_Comorian_ngaz1238,Ngazidja Comorian,Africa,-11.6129,43.36,ngaz1238,zdj,atla1278,Atlantic-Congo,Ngazidja Comorian
1532_Akpes_akpe1248,Akpes,Africa,7.50256,5.95559,akpe1248,ibe,atla1278,Atlantic-Congo,Akpes
1533_Eten_eten1239,Eten,Africa,9.73073,8.61443,eten1239,etx,atla1278,Atlantic-Congo,Eten
1534_Nuer_nuer1246,Nuer,Africa,8.13911,32.3829,nuer1246,nus,nilo1247,Nilotic,Nuer
1535_UtMain_kagf1238,Ut-Main,Africa,11.5319,4.8387,kagf1238,gel,atla1278,Atlantic-Congo,Ut-Main
1536_Idoma_idom1241,Idoma,Africa,7.19139,7.71261,idom1241,idu,atla1278,Atlantic-Congo,Idoma
1537_Irigwe_irig1241,Irigwe,Africa,9.85197,8.6525,irig1241,iri,atla1278,Atlantic-Congo,Irigwe
1538_Izere_izer1241,Izere,Africa,9.5,8.7,izer1241,izr,atla1278,Atlantic-Congo,Izere
1539_Jere_jere1244,Jere,Africa,10.1962,8.95834,jere1244,jer,atla1278,Atlantic-Congo,Jere
1540_Legbo_legb1242,Legbo,Africa,6.02645,7.98385,legb1242,agb,atla1278,Atlantic-Congo,Legbo
1541_Logba_logb1245,Ikpana,Africa,6.92838,0.43068,logb1245,lgq,atla1278,Atlantic-Congo,Ikpana
1542_Awngi_awng1244,Awngi,Africa,10.9819,36.6916,awng1244,awn,afro1255,Afro-Asiatic,Awngi
1543_Glavda_glav1244,Glavda,Africa,11.1334,13.8652,glav1244,glw,afro1255,Afro-Asiatic,Glavda
1544_Ahan_ahan1244,Àhàn,Africa,7.44139,6.00896,ahan1244,ahn,atla1278,Atlantic-Congo,Àhàn
1545_Ayere_ayer1245,Ayere,Africa,7.52206,6.01979,ayer1245,aye,atla1278,Atlantic-Congo,Ayere
1546_Ronga_rong1268,Ronga,Africa,-26.7329,32.6167,rong1268,rng,atla1278,Atlantic-Congo,Ronga
1547_Ndzwani_Comorian_ndzw1235,Ndzwani Comorian,Africa,-12.2123,44.3709,ndzw1235,wni,atla1278,Atlantic-Congo,Ndzwani Comorian
1548_Southern_Birifor_sout2790,Southern Birifor,Africa,9.2873,-2.72672,sout2790,biv,atla1278,Atlantic-Congo,Southern Birifor
1549_Kuwaataay_kuwa1246,Kuwaataay,Africa,12.48255,-16.74835,kuwa1246,cwt,atla1278,Atlantic-Congo,Kuwaataay
1550_Attie_atti1239,Attié,Africa,5.9977,-3.8209,atti1239,ati,atla1278,Atlantic-Congo,Attié
1551_Angolar_ango1258,Angolar,Africa,0.11438,6.59486,ango1258,aoa,indo1319,Indo-European,Angolar
1552_Eastern_Oromo_east2652,Eastern Oromo,Africa,8.67428,41.4395,east2652,hae,afro1255,Afro-Asiatic,Eastern Oromo
1553_Upper_Guinea_Crioulo_uppe1455,Upper Guinea Crioulo,Africa,13.2335066667,-15.33254,uppe1455,pov,indo1319,Indo-European,Upper Guinea Crioulo
1554_Akoose_akoo1248,Akoose,Africa,4.9243,9.65522,akoo1248,bss,atla1278,Atlantic-Congo,Akoose
1555_Bakaka_baka1273,Bakaka,Africa,4.79991,9.80402,baka1273,bqz,atla1278,Atlantic-Congo,Bakaka
1556_Bakaka_baka1273,Bakaka,Africa,4.79991,9.80402,baka1273,bqz,atla1278,Atlantic-Congo,Bakaka
1557_Bakaka_baka1273,Bakaka,Africa,4.79991,9.80402,baka1273,bqz,atla1278,Atlantic-Congo,Bakaka
1558_Mbo_Cameroon_mboc1235,Mbo (Cameroon),Africa,5.13981,9.92766,mboc1235,mbo,atla1278,Atlantic-Congo,Mbo (Cameroon)
1559_Bassossi_bass1260,Bassossi,Africa,5.23655,9.52275,bass1260,bsi,atla1278,Atlantic-Congo,Bassossi
1560_Mbo_Cameroon_mboc1235,Mbo (Cameroon),Africa,5.13981,9.92766,mboc1235,mbo,atla1278,Atlantic-Congo,Mbo (Cameroon)
1561_Kru_Pidgin_English_libe1240,Kru Pidgin English,Africa,6.423,-10.5284,libe1240,lir,pidg1258,Pidgin,Kru Pidgin English
1562_Gban_gagu1242,Gban,Africa,6.40859,-5.51851,gagu1242,ggu,mand1469,Mande,Gban
1563_EtonMengisa_eton1253,Eton-Mengisa,Africa,4.21045,11.3935,eton1253,eto,atla1278,Atlantic-Congo,Eton-Mengisa
1564_Reunion_Creole_French_reun1238,Réunion Creole French,Africa,-21.1131,55.5321,reun1238,rcf,indo1319,Indo-European,Réunion Creole French
1565_Masalit_nucl1440,Masalit,Africa,13.2733,22.1752,nucl1440,mls,maba1274,Maban,Masalit
1566_Saotomense_saot1239,Sãotomense,Africa,0.28332,6.61935,saot1239,cri,indo1319,Indo-European,Sãotomense
1567_Tangale_nucl1696,Tangale,Africa,9.75444,11.3228,nucl1696,tan,afro1255,Afro-Asiatic,Tangale
1568_Sukuma_suku1261,Sukuma,Africa,-3.16082,32.8765,suku1261,suk,atla1278,Atlantic-Congo,Sukuma
1569_Morisyen_mori1278,Morisyen,Africa,-20.2613,57.5517,mori1278,mfe,indo1319,Indo-European,Morisyen
1570_Krio_krio1253,Krio,Africa,10.8811,-14.3204,krio1253,kri,indo1319,Indo-European,Krio
1571_Kituba_Democratic_Republic_of_Congo_kitu1246,Kituba (Democratic Republic of Congo),Africa,-2.29601,17.1548,kitu1246,ktu,atla1278,Atlantic-Congo,Kituba (Democratic Republic of Congo)
1572_Akaselem_akas1242,Akaselem,Africa,8.8858,1.37035,akas1242,aks,atla1278,Atlantic-Congo,Akaselem
1573_Tuki_tuki1240,Tuki,Africa,4.64348,11.5353,tuki1240,bag,atla1278,Atlantic-Congo,Tuki
1574_Baka_Cameroon_baka1272,Baka (Cameroon),Africa,2.16013,13.7804,baka1272,bkc,atla1278,Atlantic-Congo,Baka (Cameroon)
1575_Bum_bumm1238,Bum,Africa,6.48655,10.418,bumm1238,bmv,atla1278,Atlantic-Congo,Bum
1576_Daba_nucl1683,Daba,Africa,10.3521,13.6318,nucl1683,dbq,afro1255,Afro-Asiatic,Daba
1577_Gavar_gava1241,Gavar,Africa,10.5603,13.8188,gava1241,gou,afro1255,Afro-Asiatic,Gavar
1578_Gude_gude1246,Gude,Africa,10.2138,13.403,gude1246,gde,afro1255,Afro-Asiatic,Gude
1579_Lango_Sudan_lang1322,Lango (Sudan),Africa,4.04948,33.0412,lang1322,lno,nilo1247,Nilotic,Lango (Sudan)
1580_Igo_igoo1238,Igo,Africa,7.25499,0.67846,igoo1238,ahl,atla1278,Atlantic-Congo,Igo
1581_Kako_kako1242,Kako,Africa,3.79989,15.6282,kako1242,kkj,atla1278,Atlantic-Congo,Kako
1582_Kwanja_kwan1276,Kwanja,Africa,6.30293,11.6931,kwan1276,knp,atla1278,Atlantic-Congo,Kwanja
1583_Donga_Mambila_came1252,Donga Mambila,Africa,6.43829,11.41953,came1252,mcu,atla1278,Atlantic-Congo,Donga Mambila
1584_Merey_mere1246,Merey,Africa,10.7458,14.09,mere1246,meq,afro1255,Afro-Asiatic,Merey
1585_Wandala_wand1278,Wandala,Africa,11.3169,13.8996,wand1278,mfi,afro1255,Afro-Asiatic,Wandala
1586_ChonyiDzihanaKauma_chon1287,Chonyi-Dzihana-Kauma,Africa,-6.518,38.672,chon1287,coh,atla1278,Atlantic-Congo,Chonyi-Dzihana-Kauma
1587_Digo_digo1243,Digo,Africa,-4.62101,39.1752,digo1243,dig,atla1278,Atlantic-Congo,Digo
1588_Duruma_duru1249,Duruma,Africa,-4.09629,39.322,duru1249,dug,atla1278,Atlantic-Congo,Duruma
1589_Giryama_giry1241,Giryama,Africa,-3.30638,39.6648,giry1241,nyf,atla1278,Atlantic-Congo,Giryama
1590_Giryama_giry1241,Giryama,Africa,-3.30638,39.6648,giry1241,nyf,atla1278,Atlantic-Congo,Giryama
1591_Kambe_kamb1298,Kambe,Africa,,,kamb1298,,atla1278,Atlantic-Congo,Kambe
1592_Kauma_kaum1238,Kauma,Africa,,,kaum1238,,atla1278,Atlantic-Congo,Kauma
1593_Giryama_giry1241,Giryama,Africa,-3.30638,39.6648,giry1241,nyf,atla1278,Atlantic-Congo,Giryama
1594_Giryama_giry1241,Giryama,Africa,-3.30638,39.6648,giry1241,nyf,atla1278,Atlantic-Congo,Giryama
1595_Vame_vame1236,Vame,Africa,10.9481,14.2131,vame1236,mlr,afro1255,Afro-Asiatic,Vame
1596_Mmaala_mmaa1238,Mmaala,Africa,4.52188,11.0599,mmaa1238,mmu,atla1278,Atlantic-Congo,Mmaala
1597_Mpade_mpad1242,Mpade,Africa,12.561391,14.446893,mpad1242,mpi,afro1255,Afro-Asiatic,Mpade
1598_MofuGudur_mofu1248,Mofu-Gudur,Africa,10.567,14.0314,mofu1248,mif,afro1255,Afro-Asiatic,Mofu-Gudur
1599_Mbe_mbee1250,Mbe',Africa,6.25838,11.0906,mbee1250,mtk,atla1278,Atlantic-Congo,Mbe'
1600_Ncane_ncan1245,Ncane-Mungong,Africa,6.50696,10.5312,ncan1245,ncr,atla1278,Atlantic-Congo,Ncane-Mungong
1601_Southern_Mfumte_mfum1238,Southern Mfumte,Africa,6.6,10.936386,mfum1238,nfu,atla1278,Atlantic-Congo,Southern Mfumte
1602_Njyem_njye1238,Njyem,Africa,2.30483,14.1175,njye1238,njy,atla1278,Atlantic-Congo,Njyem
1603_Buamu_buam1238,Buamu,Africa,11.1687,-3.50303,buam1238,box,atla1278,Atlantic-Congo,Buamu
1604_Kwami_kwam1250,Kwami,Africa,-1.53712,27.4633,kwam1250,ktf,atla1278,Atlantic-Congo,Kwami
1605_Guro_guro1248,Guro,Africa,7.34954,-6.31154,guro1248,goa,mand1469,Mande,Guro
1606_Kabuverdianu_kabu1256,Kabuverdianu,Africa,15.0586,-23.6148,kabu1256,kea,indo1319,Indo-European,Kabuverdianu
1607_Bouna_Kulango_boun1243,Bouna Kulango,Africa,8.46011,-2.74627,boun1243,nku,atla1278,Atlantic-Congo,Bouna Kulango
1608_Tsamai_tsam1247,Tsamai,Africa,5.3097,36.9139,tsam1247,tsb,afro1255,Afro-Asiatic,Tsamai
1609_Central_Moroccan_Berber_cent2194,Central Moroccan Berber,Africa,32.7415,-2.40872,cent2194,tzm,afro1255,Afro-Asiatic,Central Moroccan Berber
1610_Siwi_siwi1239,Siwi,Africa,29.200415,25.519627,siwi1239,siz,afro1255,Afro-Asiatic,Siwi
1611_Ndamba_ndam1239,Ndamba,Africa,-8.40485,36.0271,ndam1239,ndj,atla1278,Atlantic-Congo,Ndamba
1612_Barain_bare1279,Barain,Africa,10.970124,17.911727,bare1279,bva,afro1255,Afro-Asiatic,Barain
1613_Barain_bare1279,Barain,Africa,10.970124,17.911727,bare1279,bva,afro1255,Afro-Asiatic,Barain
1614_Barain_bare1279,Barain,Africa,10.970124,17.911727,bare1279,bva,afro1255,Afro-Asiatic,Barain
1615_Barain_bare1279,Barain,Africa,10.970124,17.911727,bare1279,bva,afro1255,Afro-Asiatic,Barain
1616_Gaam_gaam1241,Gaam,Africa,11.4674,33.9797,gaam1241,tbi,east2386,Eastern Jebel,Gaam
1617_Mungbam_abar1238,Mungbam,Africa,6.5805,10.2267,abar1238,mij,atla1278,Atlantic-Congo,Mungbam
1618_Mundabli_mund1328,Mundabli,Africa,6.59969,10.2704,mund1328,boe,atla1278,Atlantic-Congo,Mundabli
1619_Ajumbu_mbuu1238,Ajumbu,Africa,6.53792,10.2556,mbuu1238,muc,atla1278,Atlantic-Congo,Ajumbu
1620_Koshin_kosh1246,Koshin,Africa,6.5817,10.299,kosh1246,kid,atla1278,Atlantic-Congo,Koshin
1621_Fang_Cameroon_fang1248,Fang (Cameroon),Africa,6.54384,10.319,fang1248,fak,atla1278,Atlantic-Congo,Fang (Cameroon)
1622_Kuranko_kura1250,Kuranko,Africa,9.49325,-10.6122,kura1250,knk,mand1469,Mande,Kuranko
1623_Niellim_niel1243,Niellim,Africa,9.70362,17.81346,niel1243,nie,atla1278,Atlantic-Congo,Niellim
1624_North_Giziga_nort3047,North Giziga,Africa,10.6755,14.219,nort3047,gis,afro1255,Afro-Asiatic,North Giziga
1625_Moghamo_mogh1246,Moghamo,Africa,,,mogh1246,,atla1278,Atlantic-Congo,Moghamo
1626_Mokpwe_mokp1239,Mokpwe,Africa,4.24178,9.23887,mokp1239,bri,atla1278,Atlantic-Congo,Mokpwe
1627_Siamou_siam1242,Siamou,Africa,10.998,-4.92143,siam1242,sif,,,Siamou
1628_Ngiemboon_ngie1241,Ngiemboon,Africa,5.56777,10.1266,ngie1241,nnh,atla1278,Atlantic-Congo,Ngiemboon
1629_Nugunu_Cameroon_nugu1242,Nugunu (Cameroon),Africa,4.63103,11.1837,nugu1242,yas,atla1278,Atlantic-Congo,Nugunu (Cameroon)
1630_Tigon_Mbembe_tigo1236,Tigon Mbembe,Africa,6.983995,10.70849,tigo1236,nza,atla1278,Atlantic-Congo,Tigon Mbembe
1631_Orma_orma1241,Orma,Africa,-1.79489,39.60749,orma1241,orc,afro1255,Afro-Asiatic,Orma
1632_Pinyin_piny1238,Pinyin,Africa,5.7991,10.0682,piny1238,pny,atla1278,Atlantic-Congo,Pinyin
1633_Pana_pana1294,Pana,Africa,,,pana1294,,atla1278,Atlantic-Congo,Pana
1634_Reel_reel1238,Reel,Africa,6.32234,30.49451,reel1238,atu,nilo1247,Nilotic,Reel
1635_Wuzlam_wuzl1236,Wuzlam,Africa,10.955,14.1378,wuzl1236,udl,afro1255,Afro-Asiatic,Wuzlam
1636_Lese_lese1243,Lese,Africa,1.3,29.3,lese1243,les,cent2225,Central Sudanic,Lese
1637_Toura_Cote_dIvoire_tour1242,Toura (Côte d'Ivoire),Africa,7.76747,-7.33105,tour1242,neb,mand1469,Mande,Toura (Côte d'Ivoire)
1638_Gweno_gwen1239,Gweno,Africa,-3.68407,37.6827,gwen1239,gwe,atla1278,Atlantic-Congo,Gweno
1639_Sumbwa_sumb1240,Sumbwa,Africa,-3.47335,31.9457,sumb1240,suw,atla1278,Atlantic-Congo,Sumbwa
1640_Zinza_zinz1238,Zinza,Africa,-2.64132,32.1755,zinz1238,zin,atla1278,Atlantic-Congo,Zinza
1641_Meru_meru1245,Meru,Africa,0.26484,37.7396,meru1245,mer,atla1278,Atlantic-Congo,Meru
1642_Kahe_kahe1238,Kahe,Africa,-3.51412,37.5759,kahe1238,hka,atla1278,Atlantic-Congo,Kahe
1643_Hangaza_hang1260,Hangaza,Africa,-2.52347,30.7074,hang1260,han,atla1278,Atlantic-Congo,Hangaza
1644_Mochi_moch1256,Mochi,Africa,-3.33743,37.3357,moch1256,old,atla1278,Atlantic-Congo,Mochi
1645_SubaSimbiti_suba1252,Suba-Simbiti,Africa,-1.103296,34.268,suba1252,ssc,atla1278,Atlantic-Congo,Suba-Simbiti
1646_Kwaya_kway1241,Kwaya,Africa,-1.80737,33.71,kway1241,kya,atla1278,Atlantic-Congo,Kwaya
1647_Wawa_wawa1246,Wawa,Africa,6.68974,11.7802,wawa1246,www,atla1278,Atlantic-Congo,Wawa
1648_Tachelhit_tach1250,Tachelhit,Africa,29.7854,-7.77879,tach1250,shi,afro1255,Afro-Asiatic,Tachelhit
1649_Tunia_tuni1251,Tunia,Africa,9.42506,18.2059,tuni1251,tug,atla1278,Atlantic-Congo,Tunia
1650_Cebaara_Senoufo_ceba1235,Senari,Africa,9.50768,-6.15264,ceba1235,sef,atla1278,Atlantic-Congo,Senari
1651_Fuliiru_fuli1240,Fuliiru,Africa,-3.04022,28.9865,fuli1240,flr,atla1278,Atlantic-Congo,Fuliiru
1652_Sandawe_sand1273,Sandawe,Africa,-5.26918,35.4808,sand1273,sad,,,Sandawe
1653_Tsuvadi_tsuv1239,Tsuvadi,Africa,10.8421,5.22095,tsuv1239,tvd,atla1278,Atlantic-Congo,Tsuvadi
1654_Ejagham_ejag1239,Ejagham,Africa,5.54442,8.90959,ejag1239,etu,atla1278,Atlantic-Congo,Ejagham
1655_Yemba_yemb1246,Yemba,Africa,5.47421,10.0214,yemb1246,ybb,atla1278,Atlantic-Congo,Yemba
1656_Bafanji_bafa1249,Bafanji,Africa,5.84612,10.4518,bafa1249,bfj,atla1278,Atlantic-Congo,Bafanji
1657_Burji_burj1242,Burji,Africa,4.44624,38.4646,burj1242,bji,afro1255,Afro-Asiatic,Burji
1658_Anii_anii1245,Anii,Africa,9.11127,1.60169,anii1245,blo,atla1278,Atlantic-Congo,Anii
1659_Fipa_fipa1238,Fipa,Africa,-7.88963,31.3442,fipa1238,fip,atla1278,Atlantic-Congo,Fipa
1660_Nawuri_nawu1242,Nawuri,Africa,8.45116,0.04947,nawu1242,naw,atla1278,Atlantic-Congo,Nawuri
1661_Anfillo_anfi1235,Anfillo,Africa,8.568,34.647,anfi1235,myo,gong1255,Ta-Ne-Omotic,Anfillo
1662_Ntomba_ntom1248,Ntomba,Africa,-1.99062,18.265,ntom1248,nto,atla1278,Atlantic-Congo,Ntomba
1663_Tumtum_tumt1243,Tumtum,Africa,10.6378,30.4128,tumt1243,tbr,kadu1256,Kadugli-Krongo,Tumtum
1664_Iyive_iyiv1238,Iyive,Africa,6.50437,9.53302,iyiv1238,uiv,atla1278,Atlantic-Congo,Iyive
1665_Batak_Karo_bata1293,Batak Karo,Papunesia,2.12787,98.2517,bata1293,btx,aust1307,Austronesian,Batak Karo
1666_Tagalog_taga1270,Tagalog,Papunesia,14.06,121.747,taga1270,tgl,aust1307,Austronesian,Tagalog
1667_Southern_Sama_sout2918,Southern Sama,Papunesia,4.755836,119.483887,sout2918,ssb,aust1307,Austronesian,Southern Sama
1668_Kimaragang_kima1244,Kimaragang,Papunesia,6.61982,116.96,kima1244,kqr,aust1307,Austronesian,Kimaragang
1669_Lemeting_bela1260,Lemeting,Papunesia,4.96207,114.933,bela1260,beg,aust1307,Austronesian,Lemeting
1670_Iloko_ilok1237,Iloko,Papunesia,15.9361,120.993,ilok1237,ilo,aust1307,Austronesian,Iloko
1671_Eastern_Cham_east2563,Eastern Cham,Eurasia,11.2853,108.49,east2563,cjm,aust1307,Austronesian,Eastern Cham
1672_Moklen_mokl1243,Moklen,Eurasia,8.16761,98.3176,mokl1243,mkm,aust1307,Austronesian,Moklen
1673_Moken_moke1242,Moken,Eurasia,10.1474,98.6765,moke1242,mwt,aust1307,Austronesian,Moken
1674_Nias_nias1242,Nias,Papunesia,0.90691,97.4961,nias1242,nia,aust1307,Austronesian,Nias
1675_Javanese_java1254,Javanese,Papunesia,-7.001,109.287,java1254,jav,aust1307,Austronesian,Javanese
1676_Buol_buol1237,Buol,Papunesia,0.97727,121.519,buol1237,blf,aust1307,Austronesian,Buol
1677_Makasar_maka1311,Makasar,Papunesia,-5.65551,119.838,maka1311,mak,aust1307,Austronesian,Makasar
1678_Mori_Bawah_mori1268,Mori Bawah,Papunesia,-2.56016,121.37,mori1268,xmz,aust1307,Austronesian,Mori Bawah
1679_Kambera_kamb1299,Kambera,Papunesia,-9.88447,120.235,kamb1299,xbr,aust1307,Austronesian,Kambera
1680_Tetum_tetu1245,Tetum,Papunesia,-9.11217,125.528,tetu1245,tet,aust1307,Austronesian,Tetum
1681_Leti_Indonesia_leti1246,Leti (Indonesia),Papunesia,-8.19808,127.674,leti1246,lti,aust1307,Austronesian,Leti (Indonesia)
1682_East_Makian_east2440,East Makian,Papunesia,0.07337,127.423,east2440,mky,aust1307,Austronesian,East Makian
1683_Biak_biak1248,Biak,Papunesia,-0.9523,135.879,biak1248,bhw,aust1307,Austronesian,Biak
1684_Ambonese_Malay_ambo1250,Ambonese Malay,Papunesia,-3.71342,128.184,ambo1250,abs,aust1307,Austronesian,Ambonese Malay
