ID,Name,Description,BIPA
BIPA__u028Cu0324,ʌ̤,breathy unrounded open-mid back vowel,ʌ̤
BIPA_wd_u02B7u0064,ʷd,pre-labialized voiced alveolar stop consonant,ʷd
BIPA_gj_u0067u02B2u02D0,gʲː,palatalized long voiced velar stop consonant,gʲː
UNK_wo_u0077u0254u0303,wɔ̃,,
BIPA_ir_u0268u02DE,ɨ˞,rhotacized unrounded close central vowel,ɨ˞
BIPA_j_u006A,j,voiced palatal approximant consonant,j
BIPA_aee_u00E6u025B,æɛ,from unrounded near-open front to unrounded open-mid front diphthong,æɛ
BIPA_e_u025Bu0330u02D1,ɛ̰ˑ,mid-long creaky unrounded open-mid front vowel,ɛ̰ˑ
BIPA_b_u03B2u02D0,βː,long voiced bilabial fricative consonant,βː
UNK_ih_u0069u02B0,iʰ,,
BIPA_rw_u0281u031Eu02B7,ʁ̞ʷ,labialized voiced uvular approximant consonant,ʁ̞ʷ
BIPA_l_u006Cu032Au0325,l̪̥,devoiced voiced dental lateral approximant consonant,l̪̥
BIPA_tw_u0236u02B7,ȶʷ,labialized voiceless alveolo-palatal stop consonant,ȶʷ
BIPA_y_u1EF9u02D0,ỹː,long nasalized rounded close front vowel,ỹː
BIPA_k_u006Bu0330,k̰,creaky voiceless velar stop consonant,k̰
UNK_uei_u0075u0065u0069,uei,,
BIPA_z_u0290u0347,ʐ͇,voiced retroflex fricative consonant,ɻ̝
BIPA_u_u0075u028Cu032F,uʌ̯,from rounded close back to non-syllabic unrounded open-mid back diphthong,uʌ̯
BIPA_kw_u006Bu02B7,kʷ,labialized voiceless velar stop consonant,kʷ
BIPA_ie_u0069u025B,iɛ,from unrounded close front to unrounded open-mid front diphthong,iɛ
BIPA_j_u006Au0303,j̃,nasalized voiced palatal approximant consonant,j̃
BIPA_sr_u0073u027E,sɾ,with-trilled-release voiceless alveolar sibilant fricative consonant,sʳ
BIPA_qwh_u0071u02B7u02B0,qʷʰ,labialized aspirated voiceless uvular stop consonant,qʷʰ
BIPA_e_u025Bu02D1,ɛˑ,mid-long unrounded open-mid front vowel,ɛˑ
BIPA_r_u027Eu0320,ɾ̠,retracted voiced alveolar tap consonant,ɾ̠
BIPA_q_u0071u01C1,qǁ,voiceless lateral click consonant,ǁ
BIPA_ngb_u014Bu0062,ŋb,pre-nasalized voiced velar stop consonant,ⁿg
BIPA_dzj_u0064u007Au02B2,dzʲ,palatalized voiced alveolar sibilant affricate consonant,dzʲ
BIPA_tsh_u0074u0320u0283u02B0,t̠ʃʰ,aspirated voiceless post-alveolar sibilant affricate consonant,tʃʰ
BIPA_kx_u006Bu203Cu0078,k‼x,from voiceless retroflex click to voiceless velar fricative cluster,ǃǃx
BIPA_mpw_u006Du0070u02B7,mpʷ,pre-nasalized labialized voiceless bilabial stop consonant,ⁿpʷ
BIPA_j_u02C0u006A,ˀj,pre-glottalized voiced palatal approximant consonant,ˀj
BIPA_qj_u0071u02B2,qʲ,palatalized voiceless uvular stop consonant,qʲ
UNK_ngw_u014Bu0077,ŋw,,
BIPA__u0259u0320u0303,ə̠̃,retracted nasalized unrounded mid central vowel,ə̠̃
BIPA_ndr_u0273u0256u027D,ɳɖɽ,pre-nasalized with-trilled-release voiced retroflex stop consonant,ⁿɖʳ
BIPA_gw_u0261u02D0u02B7,ɡːʷ,labialized long voiced velar stop consonant,gʷː
BIPA_hng_u02B1u014B,ʱŋ,pre-breathy-aspirated voiced velar nasal consonant,ʱŋ
BIPA_o_u006Fu02C0,oˀ,glottalized rounded close-mid back vowel,oˀ
BIPA_g_u0261u01C1u0353,ɡǁ͓,with-friction voiced lateral click consonant,gǁ͓
BIPA_w_u026Fu031D,ɯ̝,raised unrounded close back vowel,ɯ̝
BIPA_fw_u0278u02B7,ɸʷ,labialized voiceless bilabial fricative consonant,ɸʷ
BIPA_i_u0268u02D0,ɨː,long unrounded close central vowel,ɨː
BIPA_l_u029F,ʟ,voiced velar lateral approximant consonant,ʟ
BIPA_z_u007Au0347,z͇,voiced alveolar fricative consonant,ð̠
BIPA_o_u006Fu0330u02D0,o̰ː,long creaky rounded close-mid back vowel,o̰ː
BIPA_tw_u0074u02B7u02BC,tʷʼ,labialized voiceless alveolar ejective stop consonant,t’ʷ
UNK_ld_u006Cu0064,ld,,
BIPA__u0295u02BC,ʕʼ,voiced pharyngeal ejective fricative consonant,ʕ’
BIPA_a_u00E4u0303u02D0,ä̃ː,long centralized nasalized unrounded open front vowel,ãː̈
BIPA_r_u0072u032Au02D0,r̪ː,long voiced dental trill consonant,r̪ː
BIPA__u0294u02E4,ʔˤ,pharyngealized voiceless glottal stop consonant,ʔˤ
BIPA_a_u0251u031D,ɑ̝,raised unrounded open back vowel,ɑ̝
BIPA_ng_u0274u0262,ɴɢ,pre-nasalized voiced uvular stop consonant,ⁿɢ
BIPA_ae_u00E6u02E4,æˤ,pharyngealized unrounded near-open front vowel,æˤ
BIPA_r_u027Eu033A,ɾ̺,voiced apical alveolar tap consonant,ɾ̺
BIPA_ng_u014Bu0325u01C0u0353u02C0,ŋ̥ǀ͓ˀ,with-friction pre-nasalized glottalized voiceless dental click consonant,ⁿǀˀ͓
UNK_kj_u006Bu006A,kj,,
BIPA_ei_u025Bu0303u02D0u0069u032F,ɛ̃ːi̯,from long nasalized unrounded open-mid front to non-syllabic unrounded close front diphthong,ɛ̃ːi̯
BIPA_ei_u0065u026Au032F,eɪ̯,from unrounded close-mid front to non-syllabic unrounded near-close near-front diphthong,eɪ̯
BIPA_oee_u0153u0303u025Bu0303,œ̃ɛ̃,from nasalized rounded open-mid front to nasalized unrounded open-mid front diphthong,œ̃ɛ̃
UNK_phr_u0070u02B0u02DE,pʰ˞,,
BIPA_ngb_u006Eu0261u0062,nɡb,from voiced alveolar nasal to voiced velar-and-bilabial stop cluster,ngb
BIPA_i_u0069u031E,i̞,lowered unrounded close front vowel,i̞
BIPA_nghw_u014Bu0068u02B7,ŋhʷ,labialized aspirated voiced velar nasal consonant,ŋʷʰ
BIPA_rj_u027Eu02B2,ɾʲ,palatalized voiced alveolar tap consonant,ɾʲ
BIPA_nt_u006Eu0074u02BC,ntʼ,from voiced alveolar nasal to voiceless alveolar ejective stop cluster,ntʼ
BIPA_vg_u0076u02E0,vˠ,velarized voiced labio-dental fricative consonant,vˠ
BIPA_ng_u014Bu030Au01C1,ŋ̊ǁ,devoiced voiced lateral nasal-click consonant,ŋ̊ǁ
BIPA_s_u0073u02D0,sː,long voiceless alveolar sibilant fricative consonant,sː
UNK_m_u02BCu006D,ʼm,,
BIPA_ndz_u006Eu032Au0064u032Au007Au032A,n̪d̪z̪,pre-nasalized voiced dental sibilant affricate consonant,ⁿdz̪
BIPA_ua_u0075u0061,ua,from rounded close back to unrounded open front diphthong,ua
BIPA_f_u0066u0349,f͉,unreleased voiceless labio-dental fricative consonant,f̚
BIPA_mg_u006Du02E0,mˠ,velarized voiced bilabial nasal consonant,mˠ
BIPA_dzj_u02A4u02B2,ʤʲ,palatalized voiced post-alveolar sibilant affricate consonant,dʒʲ
BIPA_tl_u0074u026Cu02D0,tɬː,long voiceless alveolar lateral affricate consonant,tɬː
BIPA_hdz_u02B1u0064u007A,ʱdz,pre-breathy-aspirated voiced alveolar sibilant affricate consonant,ʱdz
BIPA_p_u0070u02BC,pʼ,voiceless bilabial ejective stop consonant,pʼ
BIPA_iae_u0069u032Fu00E6,i̯æ,from non-syllabic unrounded close front to unrounded near-open front diphthong,i̯æ
BIPA_n_u0273u033A,ɳ̺,voiced apical retroflex nasal consonant,ɳ̺
BIPA_dz_u0064u0320u02D0u0292,d̠ːʒ,long voiced post-alveolar sibilant affricate consonant,dʒː
BIPA_ee_u0065u025B,eɛ,from unrounded close-mid front to unrounded open-mid front diphthong,eɛ
BIPA_qw_u0071u02B7u02D0,qʷː,labialized long voiceless uvular stop consonant,qʷː
BIPA_gw_u0263u02B7,ɣʷ,labialized voiced velar fricative consonant,ɣʷ
BIPA_e_u025Bu0324,ɛ̤,breathy unrounded open-mid front vowel,ɛ̤
BIPA_mj_u006Du02B2,mʲ,palatalized voiced bilabial nasal consonant,mʲ
BIPA_h_u0266,ɦ,voiced glottal fricative consonant,ɦ
BIPA_io_u0069u032Fu00F8,i̯ø,from non-syllabic unrounded close front to rounded close-mid front diphthong,i̯ø
BIPA_au_u0250u0303u0075u031C,ɐ̃u̜,from nasalized unrounded near-open central to less-rounded rounded close back diphthong,ɐ̃u̜
BIPA_ai_u0061u031Fu0069,a̟i,from advanced unrounded open front to unrounded close front diphthong,a̟i
BIPA_d_u0256u02D0,ɖː,long voiced retroflex stop consonant,ɖː
BIPA_ei_u025Bu0069u032F,ɛi̯,from unrounded open-mid front to non-syllabic unrounded close front diphthong,ɛi̯
BIPA_kx_u006Bu01C2u0078,kǂx,from voiceless palatal click to voiceless velar fricative cluster,ǂx
BIPA_v_u0076u02E4,vˤ,pharyngealized voiced labio-dental fricative consonant,vˤ
BIPA_nj_u006Eu02B2u02D0,nʲː,palatalized long voiced alveolar nasal consonant,nʲː
BIPA_aw_u0061u026Fu0303,aɯ̃,from unrounded open front to nasalized unrounded close back diphthong,aɯ̃
BIPA_aei_u00E6u0303u026Au032Fu0303,æ̃ɪ̯̃,from nasalized unrounded near-open front to non-syllabic nasalized unrounded near-close near-front diphthong,æ̃ɪ̯̃
BIPA_ie_u026Au025B,ɪɛ,from unrounded near-close near-front to unrounded open-mid front diphthong,ɪɛ
UNK_wa_u0077u0061,wa,,
BIPA_i_u026Au031Eu0308,ɪ̞̈,centralized lowered unrounded near-close near-front vowel,ɪ̞̈
BIPA_hwtc_u02B0u02B7u0074u0255,ʰʷtɕ,pre-labialized voiceless alveolo-palatal sibilant affricate consonant,ʷtɕ
BIPA_yi_u0079u0129,yĩ,from rounded close front to nasalized unrounded close front diphthong,yĩ
BIPA_qkhh_u0071u03C7u02B0,qχʰ,aspirated voiceless uvular affricate consonant,qχʰ
BIPA_d_u00F0u033Au031E,ð̺̞,voiced apical dental approximant consonant,ɹ̪̺
BIPA_b_u03B2u0303,β̃,nasalized voiced bilabial fricative consonant,β̃
BIPA_kw_u006Bu02B7u02C0,kʷˀ,labialized glottalized voiceless velar stop consonant,kʷˀ
BIPA_m_u006Du0329,m̩,syllabic voiced bilabial nasal consonant,m̩
BIPA_oa_u006Fu031Eu0061u02E4,o̞aˤ,from rounded mid back to pharyngealized unrounded open front diphthong,o̞aˤ
BIPA_s_u0073u02E4u02D0,sˤː,pharyngealized long voiceless alveolar sibilant fricative consonant,sˤː
BIPA_ngh_u014Bu01C3u02B1,ŋǃʱ,breathy voiced alveolar nasal-click consonant,ŋǃʱ
BIPA_rj_u0072u02B2,rʲ,palatalized voiced alveolar trill consonant,rʲ
BIPA_tc_u0074u0349u0255u0349,t͉ɕ͉,unreleased voiceless alveolo-palatal sibilant affricate consonant,tɕ̚
BIPA_rw_u0072u02B7,rʷ,labialized voiced alveolar trill consonant,rʷ
BIPA_iy_u0069u032Fu0079,i̯y,from non-syllabic unrounded close front to rounded close front diphthong,i̯y
BIPA_ngj_u014Bu0325u02B2,ŋ̥ʲ,palatalized devoiced voiced velar nasal consonant,ŋ̥ʲ
BIPA_tswj_u0074u032Au0073u032Au02BCu02B7u02B2,t̪s̪ʼʷʲ,palatalized labialized voiceless dental ejective sibilant affricate consonant,ts̪’ʲʷ
BIPA_bj_u0062u0324u02B2,b̤ʲ,palatalized breathy voiced bilabial stop consonant,bʲʱ
BIPA__u0259u0330u0303,ə̰̃,nasalized creaky unrounded mid central vowel,ə̰̃
BIPA_nzw_u006Eu007Au02B7,nzʷ,pre-nasalized labialized voiced alveolar sibilant fricative consonant,ⁿzʷ
BIPA_h_u0068u02C0,hˀ,glottalized voiceless glottal fricative consonant,hˀ
BIPA_dz_u0064u033Au0292u033A,d̺ʒ̺,voiced apical post-alveolar sibilant affricate consonant,dʒ̺
BIPA_d_u0064u032Au02D0u02E4,d̪ːˤ,pharyngealized long voiced dental stop consonant,d̪ˤː
BIPA_ua_u0075u032Fu0251,u̯ɑ,from non-syllabic rounded close back to unrounded open back diphthong,u̯ɑ
BIPA_tsx_u0074u0320u0283u0078,t̠ʃx,with-uvular-release voiceless post-alveolar sibilant affricate consonant,tʃʶ
BIPA_mbg_u006Du0062u02E0,mbˠ,pre-nasalized velarized voiced bilabial stop consonant,ⁿbˠ
BIPA_e_u1EBDu02D0,ẽː,long nasalized unrounded close-mid front vowel,ẽː
BIPA_c_u0255u02BC,ɕʼ,voiceless alveolo-palatal ejective sibilant fricative consonant,ɕ’
BIPA_th_u03B8u02D0,θː,long voiceless dental fricative consonant,θː
BIPA_ng_u014Bu01C3u02BC,ŋǃʼ,voiced alveolar ejective nasal-click consonant,ŋǃ’
BIPA__u02E6u02E8u02E8,˦˨˨,falling from-mid-high via-mid-low to-mid-low tone,⁴²²
BIPA_w_u026Fu0324u0259u0324,ɯ̤ə̤,from breathy unrounded close back to breathy unrounded mid central diphthong,ɯ̤ə̤
BIPA_ts_u0074u033Bu0073u033B,t̻s̻,voiceless laminal alveolar sibilant affricate consonant,ts̻
BIPA_r_u0072u032A,r̪,voiced dental trill consonant,r̪
BIPA_g_u0261u01C3u0320,ɡǃ̠,retracted voiced alveolar click consonant,gǃ̠
BIPA_g_u0261u0324u02D0,ɡ̤ː,long breathy voiced velar stop consonant,gʱː
UNK_j_u0259u006A,əj,,
BIPA__u02E7u02E5,˧˥,rising from-mid to-high tone,³⁵
BIPA_ie_u0069u032Fu025B,i̯ɛ,from non-syllabic unrounded close front to unrounded open-mid front diphthong,i̯ɛ
UNK_w_u028Cu0077,ʌw,,
BIPA_eu_u025Bu0075u032F,ɛu̯,from unrounded open-mid front to non-syllabic rounded close back diphthong,ɛu̯
BIPA_r_u0072,r,voiced alveolar trill consonant,r
BIPA_w_u0077u02BC,wʼ,voiced labio-velar ejective approximant consonant,w’
BIPA_ea_u0065u0061,ea,from unrounded close-mid front to unrounded open front diphthong,ea
BIPA_nqh_u0274u0071u02B0,ɴqʰ,pre-nasalized aspirated voiceless uvular stop consonant,ⁿqʰ
BIPA_t_u02C0u0074u032A,ˀt̪,pre-glottalized voiceless dental stop consonant,ˀt̪
BIPA_aw_u0061u026F,aɯ,from unrounded open front to unrounded close back diphthong,aɯ
BIPA_u_u0259u0289,əʉ,from unrounded mid central to rounded close central diphthong,əʉ
BIPA_ng_u0294u014Bu01C2,ʔŋǂ,pre-glottalized voiced palatal nasal-click consonant,ˀŋǂ
BIPA_dzh_u0064u0324u0292u0324u02B1,d̤ʒ̤ʱ,breathy voiced post-alveolar sibilant affricate consonant,dʒʱ
BIPA_i_u0268u0339u02D0,ɨ̹ː,long more-rounded unrounded close central vowel,ɨ̹ː
BIPA_y_u028Fu0303u02D0,ʏ̃ː,long nasalized rounded near-close near-front vowel,ʏ̃ː
BIPA_dkx_u0064u02BCu006Bu0078u02BC,dʼkxʼ,from voiced alveolar ejective stop to voiceless velar ejective affricate cluster,d’kx’
BIPA_u_u028Au0303u0303,ʊ̃̃,nasalized rounded near-close near-back vowel,ʊ̃
BIPA_nt_u0273u0288,ɳʈ,pre-nasalized voiceless retroflex stop consonant,ⁿʈ
BIPA_a_u0061u02D0u0303,aː̃,long nasalized unrounded open front vowel,ãː
BIPA_a_u0252u0324,ɒ̤,breathy rounded open back vowel,ɒ̤
BIPA_iu_u0069u028A,iʊ,from unrounded close front to rounded near-close near-back diphthong,iʊ
BIPA_y_u028Eu033Bu031F,ʎ̻̟,voiced laminal alveolo-palatal lateral approximant consonant,ȴ̻
BIPA_r_u0279u02E4,ɹˤ,pharyngealized voiced alveolar approximant consonant,ɹˤ
BIPA_dj_u0257u02B2,ɗʲ,palatalized voiced dental implosive consonant,ɗʲ
BIPA_k_u006Bu01C3u0320,kǃ̠,retracted voiceless alveolar click consonant,ǃ̠
BIPA_dz_u0064u0292,dʒ,voiced post-alveolar sibilant affricate consonant,dʒ
BIPA_ya_u0079u0061,ya,from rounded close front to unrounded open front diphthong,ya
BIPA_ie_u026Au0303u025B,ɪ̃ɛ,from nasalized unrounded near-close near-front to unrounded open-mid front diphthong,ɪ̃ɛ
BIPA_e_u0065u0318,e̘,advanced-tongue-root unrounded close-mid front vowel,e̘
BIPA_z_u007Au02E4,zˤ,pharyngealized voiced alveolar sibilant fricative consonant,zˤ
UNK_ej_u025Cu006A,ɜj,,
BIPA_oe_u0153,œ,rounded open-mid front vowel,œ
BIPA_i_u0069u0324u0259u0324,i̤ə̤,from breathy unrounded close front to breathy unrounded mid central diphthong,i̤ə̤
UNK_ngkm_u014Bu006Bu006D,ŋkm,,
BIPA_dz_u0064u033Au007Au033Au02D0,d̺z̺ː,long voiced apical alveolar sibilant affricate consonant,dz̺ː
UNK_oj_u006Fu006A,oj,,
UNK_q_u0071u01C1u02BC,qǁʼ,,
BIPA__u02E6u02E6u02E8,˦˦˨,falling from-mid-high via-mid-high to-mid-low tone,⁴⁴²
BIPA_gl_u0261u01C2u0353u02E1,ɡǂ͓ˡ,with-friction with-lateral-release voiced palatal click consonant,gǂˡ͓
BIPA_bvw_u0062u0076u02B7,bvʷ,labialized voiced labio-dental affricate consonant,bvʷ
BIPA_i_u0069u033D,i̽,mid-centralized unrounded close front vowel,i̽
BIPA_iu_u1E2Du0075,ḭu,from creaky unrounded close front to rounded close back diphthong,ḭu
BIPA__u02E5,˥,short from-high tone,⁵
BIPA_dz_u0064u032Au007Au032Au0324,d̪z̪̤,breathy voiced dental sibilant affricate consonant,dz̪ʱ
UNK_jau_u006Au0061u0075u032F,jau̯,,
BIPA_tw_u0074u02B7,tʷ,labialized voiceless alveolar stop consonant,tʷ
BIPA_eu_u025Bu028Au032F,ɛʊ̯,from unrounded open-mid front to non-syllabic rounded near-close near-back diphthong,ɛʊ̯
BIPA_yo_u0079u006F,yo,from rounded close front to rounded close-mid back diphthong,yo
BIPA_nts_u006Eu032Au0074u032Au0073u032A,n̪t̪s̪,pre-nasalized voiceless dental sibilant affricate consonant,ⁿts̪
BIPA_gw_u0261u02B7u02D0,ɡʷː,labialized long voiced velar stop consonant,gʷː
BIPA_u_u0289u0303,ʉ̃,nasalized rounded close central vowel,ʉ̃
BIPA_kw_u006Bu02B7u0027,kʷ',labialized voiceless velar ejective stop consonant,k’ʷ
BIPA_dz_u0256u033Bu0290u033B,ɖ̻ʐ̻,voiced laminal retroflex sibilant affricate consonant,ɖʐ̻
BIPA_tsj_u0074u0073u02B2,tsʲ,palatalized voiceless alveolar sibilant affricate consonant,tsʲ
BIPA_zj_u0290u02B2,ʐʲ,palatalized voiced retroflex sibilant fricative consonant,ʐʲ
BIPA_ua_u1E73u0061,ṳa,from breathy rounded close back to unrounded open front diphthong,ṳa
BIPA__u028Cu02D0,ʌː,long unrounded open-mid back vowel,ʌː
BIPA_w_u02C0u0077u0325,ˀw̥,pre-glottalized devoiced voiced labio-velar approximant consonant,ˀw̥
BIPA_th_u03B8u032A,θ̪,voiceless dental fricative consonant,θ
BIPA_kj_u006Bu02B2u02D0,kʲː,palatalized long voiceless velar stop consonant,kʲː
BIPA_o_u0254u0330u02D0,ɔ̰ː,long creaky rounded open-mid back vowel,ɔ̰ː
BIPA_z_u007Au032Au02D0u02E4,z̪ːˤ,pharyngealized long voiced dental sibilant fricative consonant,z̪ˤː
BIPA_ue_u0075u025B,uɛ,from rounded close back to unrounded open-mid front diphthong,uɛ
BIPA__u0259u003A,ə:,long unrounded mid central vowel,əː
BIPA_oj_u006Fu02B2,oʲ,from rounded close-mid back to unrounded close front diphthong,oi
BIPA_a_u00E4u02D0u0303,äː̃,long centralized nasalized unrounded open front vowel,ãː̈
BIPA_gh_u0261u0266,ɡɦ,breathy voiced velar stop consonant,gʱ
BIPA_t_u0074u02E4u02D0,tˤː,pharyngealized long voiceless alveolar stop consonant,tˤː
BIPA_l_u006Cu1DA3,lᶣ,labio-palatalized voiced alveolar lateral approximant consonant,lᶣ
BIPA_vj_u0076u02B2,vʲ,palatalized voiced labio-dental fricative consonant,vʲ
BIPA_i_u026Au0306,ɪ̆,ultra-short unrounded near-close near-front vowel,ɪ̆
BIPA_ii_u0069u026A,iɪ,from unrounded close front to unrounded near-close near-front diphthong,iɪ
BIPA_tc_u0074u0255u02D0,tɕː,long voiceless alveolo-palatal sibilant affricate consonant,tɕː
BIPA_ioe_u0069u032Fu0153u031E,i̯œ̞,from non-syllabic unrounded close front to lowered rounded open-mid front diphthong,i̯œ̞
UNK_g_u02BCu0263,ʼɣ,,
BIPA_u_u028Au032F,ʊ̯,non-syllabic rounded near-close near-back vowel,ʊ̯
UNK_w_u0259u0077,əw,,
UNK_c_u0188,ƈ,,
BIPA__u0294u02BC,ʔʼ,voiceless glottal ejective stop consonant,ʔ’
BIPA__u02E9u02E8,˩˨,rising from-low to-mid-low tone,¹²
BIPA_tj_u0074u032Au02B2,t̪ʲ,palatalized voiceless dental stop consonant,t̪ʲ
BIPA_n_u006Eu02E4u02D0,nˤː,pharyngealized long voiced alveolar nasal consonant,nˤː
BIPA_bv_u0062u0324u0076u0324,b̤v̤,breathy voiced labio-dental affricate consonant,bvʱ
BIPA_oa_u006Fu031Eu0061,o̞a,from rounded mid back to unrounded open front diphthong,o̞a
BIPA_dx_u0064u0078,dx,with-uvular-release voiced alveolar stop consonant,dʶ
BIPA_i_u0069u0325,i̥,devoiced unrounded close front vowel,i̥
BIPA_n_u0272u031F,ɲ̟,advanced voiced palatal nasal consonant,ɲ̟
BIPA_kxh_u006Bu0078u02B0,kxʰ,aspirated voiceless velar affricate consonant,kxʰ
BIPA_s_u0073u02D1,sˑ,mid-long voiceless alveolar sibilant fricative consonant,sˑ
BIPA_ng_u014Bu02E4,ŋˤ,pharyngealized voiced velar nasal consonant,ŋˤ
UNK_ej_u1EBDu006A,ẽj,,
BIPA_oy_u0275u0079,ɵy,from rounded close-mid central to rounded close front diphthong,ɵy
BIPA_tlw_u0074u026Cu02BCu02B7,tɬʼʷ,labialized voiceless alveolar ejective lateral affricate consonant,tɬ’ʷ
BIPA_q_u0071u02E4,qˤ,pharyngealized voiceless uvular stop consonant,qˤ
BIPA_rw_u027Eu02B7,ɾʷ,labialized voiced alveolar tap consonant,ɾʷ
BIPA_s_u0073u033B,s̻,voiceless laminal alveolar sibilant fricative consonant,s̻
BIPA_kg_u006Bu0261,kɡ,from voiceless velar stop to voiced velar stop cluster,kg
BIPA_vh_u0076u02B1,vʱ,breathy voiced labio-dental fricative consonant,vʱ
BIPA_oe_u0153u0320,œ̠,retracted rounded open-mid front vowel,œ̠
BIPA_jh_u006Au02B1,jʱ,breathy voiced palatal approximant consonant,jʱ
BIPA_gb_u0260u0253,ɠɓ,from voiced velar implosive to voiced bilabial implosive cluster,ɠɓ
BIPA_nggw_u014Bu0261u02B7,ŋɡʷ,pre-nasalized labialized voiced velar stop consonant,ⁿgʷ
BIPA_k_u006Bu203C,k‼,voiceless retroflex click consonant,ǃǃ
UNK_uai_u0075u032Fu0061u0069u032F,u̯ai̯,,
BIPA_d_u0064,d,voiced alveolar stop consonant,d
BIPA_ndz_u0273u0256u0290,ɳɖʐ,pre-nasalized voiced retroflex sibilant affricate consonant,ⁿɖʐ
BIPA_tn_u0236u0235,ȶȵ,with-nasal-release voiceless alveolo-palatal stop consonant,ȶⁿ
BIPA_ioe_u0069u032Fu0153,i̯œ,from non-syllabic unrounded close front to rounded open-mid front diphthong,i̯œ
BIPA_ie_u0069u032Fu0065,i̯e,from non-syllabic unrounded close front to unrounded close-mid front diphthong,i̯e
BIPA_j_u0284u0325,ʄ̥,devoiced voiced palatal implosive consonant,ʄ̥
BIPA_r_u0294u027E,ʔɾ,pre-glottalized voiced alveolar trill consonant,ˀr
BIPA_r_u0072u032Au0330,r̪̰,creaky voiced dental trill consonant,r̪̰
BIPA_u_u1E73u02D1,ṳˑ,mid-long breathy rounded close back vowel,ṳˑ
BIPA_ui_u0169u0069,ũi,from nasalized rounded close back to unrounded close front diphthong,ũi
BIPA_g_u0261u0324u01C2,ɡ̤ǂ,breathy voiced palatal click consonant,gǂʱ
BIPA_ai_u00E4u0069,äi,from centralized unrounded open front to unrounded close front diphthong,äi
BIPA_ar_u0061u02DEu02E4,a˞ˤ,rhotacized pharyngealized unrounded open front vowel,a˞ˤ
BIPA_o_u00F8u0324,ø̤,breathy rounded close-mid front vowel,ø̤
BIPA_ie_u0069u0065u02D0,ieː,from unrounded close front to long unrounded close-mid front diphthong,ieː
BIPA_u_u028Au033D,ʊ̽,mid-centralized rounded near-close near-back vowel,ʊ̽
BIPA_i_u1E2Du0303,ḭ̃,nasalized creaky unrounded close front vowel,ḭ̃
BIPA_ngh_u014Bu02B0,ŋʰ,aspirated voiced velar nasal consonant,ŋʰ
BIPA_a_u00E3u003A,ã:,long nasalized unrounded open front vowel,ãː
BIPA_tsjh_u0074u0073u02B2u02B0,tsʲʰ,palatalized aspirated voiceless alveolar sibilant affricate consonant,tsʲʰ
UNK_ts_u0074u0073u0347,ts͇,,
BIPA_bj_u0253u02B2,ɓʲ,palatalized voiced bilabial implosive consonant,ɓʲ
BIPA_sh_u0073u032Au02B0,s̪ʰ,aspirated voiceless dental sibilant fricative consonant,s̪ʰ
BIPA_ngh_u014Bu203Cu02B1,ŋ‼ʱ,breathy voiced retroflex nasal-click consonant,ŋǃǃʱ
